feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Christensenellaceae_R.7_group	Country	NO	1.2007799295817	0.465676129650248	208	89	0.0106213828526229	0.0598976344475783
UC5.1.2E3	Group	post_ltx	0.497429947388296	0.194786148122095	208	22	0.0113842891762061	0.0631644431712082
Howardella	Country	NO	-0.395986748303848	0.155458416320205	208	20	0.0115918830778743	0.0632953615680757
Atopobium	Country	NO	-0.76996474277047	0.307759123731486	208	48	0.0131369142554922	0.0690924695286951
TM7x	Country	NO	-0.520895069124172	0.208130497146056	208	29	0.0131048959056261	0.0690924695286951
f__Yersiniaceae.g__unassigned	Country	NO	0.521597676867428	0.208760786890294	208	9	0.0132561133398078	0.0690924695286951
Gemella	Country	NO	-1.26963025709309	0.511457128066579	208	92	0.0138540339470468	0.0711311593699122
Anaerotruncus	Group	post_ltx	-0.605627950973981	0.246799859914279	208	52	0.0149651212792186	0.0757059076478118
Leucobacter	Group	post_ltx	-0.451997831451181	0.185199297890018	208	15	0.0155119264976344	0.077334821959221
Alloprevotella	Group	post_ltx	-0.638563910791626	0.269869954462792	208	16	0.0189043456554119	0.0926713388716189
Aeromonas	Group	post_ltx	-0.658591182168818	0.278859302423544	208	26	0.019126933313619	0.0926713388716189
Clostridium_sensu_stricto_1	Country	NO	-1.33300768370227	0.568881262403044	208	127	0.0200766657062356	0.0937057770061429
Lachnospiraceae_NK4A136_group	Country	NO	0.986039787752306	0.420231013941001	208	93	0.0199089574802547	0.0937057770061429
Proteus	Group	post_ltx	-0.796466680212286	0.340128280498432	208	30	0.0201576380769028	0.0937057770061429
Eisenbergiella	Country	NO	0.71830431489993	0.308635830165397	208	56	0.020922330313865	0.0947010740522311
Fusicatenibacter	Country	NO	1.37698372204651	0.591122275014835	208	159	0.020809245689236	0.0947010740522311
Parvimonas	Country	NO	-0.587037809305437	0.25635988541502	208	37	0.0230450954952995	0.102954712342637
Aggregatibacter	Country	NO	-0.472873932219493	0.207065947002459	208	31	0.0234146709046158	0.103264702451126
Eisenbergiella	Group	post_ltx	-0.714153144989661	0.319190515637832	208	56	0.0263372542414459	0.114683739988068
Holdemania	Group	post_ltx	0.433549223141964	0.194719452774333	208	42	0.027066788868128	0.116387192132951
Pseudochrobactrum	Country	NO	0.346756341867191	0.158476697946727	208	11	0.0297956251891542	0.126539445247766
Collinsella	Group	post_ltx	1.50377968550269	0.704221434071477	208	144	0.0339165733872602	0.142284161527043
Flavonifractor	Country	NO	-0.916192232069815	0.433058531442025	208	158	0.0355832360451106	0.146640798546148
Incertae_Sedis	Country	NO	0.772920547718353	0.366219148563175	208	179	0.0360240938151168	0.146640798546148
Tyzzerella	Country	NO	0.349668127352881	0.165865934023003	208	23	0.0362339182454145	0.146640798546148
f__Ruminococcaceae.g__uncultured	Country	NO	0.792493171878921	0.378744831136032	208	88	0.037631791408602	0.150527165634408
CAG.352	Group	post_ltx	-0.71936951080731	0.346018980681253	208	21	0.0388627206370734	0.153664090794865
Megasphaera	Country	NO	-0.880732764876983	0.4289239442038	208	51	0.0413078472724495	0.160482052549882
Methylobacterium.Methylorubrum	Country	NO	0.373234959952481	0.181960127506906	208	24	0.0415200659213358	0.160482052549882
Prevotella_9	Group	post_ltx	1.10040015578137	0.538266007135968	208	43	0.0421980356198381	0.16129026948027
Sphingobium	Group	post_ltx	0.530933144405538	0.265117598114462	208	50	0.04653419196687	0.174119702776201
Escherichia.Shigella	Country	NO	1.35360359478882	0.67601397920659	208	153	0.0465668972541002	0.174119702776201
f__Enterobacteriaceae.g__unassigned	Country	NO	1.18757963205658	0.595369912452191	208	79	0.047401132412109	0.17533322096522
CAG.56	Group	post_ltx	1.18210741487584	0.59508052237241	208	77	0.0483135966859121	0.176807204893125
Merdibacter	Group	post_ltx	0.510761960668004	0.262655314329333	208	43	0.0531900875937008	0.191231196939966
X.Eubacterium._fissicatena_group	Group	post_ltx	-0.534194356639377	0.274910995577233	208	36	0.053366845657665	0.191231196939966
Odoribacter	Group	post_ltx	-0.810376813644018	0.424772613863856	208	82	0.0578159675168413	0.198886928257934
Clostridia_UCG.014	Group	post_ltx	0.68072124982695	0.35538909898626	208	46	0.0568299210996304	0.198886928257934
Agathobacter	Group	post_ltx	1.09909374510583	0.573420699919259	208	133	0.0566626013812755	0.198886928257934
Megamonas	Group	post_ltx	0.595999379907814	0.31225145771895	208	18	0.0576955755567197	0.198886928257934
Marvinbryantia	Country	NO	0.674338885630863	0.35520719833949	208	103	0.05904309530163	0.199125733174125
Sphingopyxis	Country	NO	-0.20852128083349	0.109618305495703	208	14	0.058540458605883	0.199125733174125
Subdoligranulum	Country	NO	1.21187674601914	0.646505841828801	208	163	0.0622835042540066	0.208014810324061
Faecalitalea	Country	NO	-0.636265028172335	0.345159229547725	208	46	0.0667148716617665	0.220672267804304
Megasphaera	Group	post_ltx	0.812975685588947	0.443592225978606	208	51	0.0682962981894843	0.223751681687453
f__Xanthobacteraceae.g__unassigned	Country	NO	-0.506151372161992	0.276833219040202	208	21	0.068948482013621	0.223757337855525
Sellimonas	Country	NO	-0.843679108453413	0.465430125795151	208	88	0.0713429738330604	0.229364327089465
Candidatus_Soleaferrea	Country	NO	-0.309136851943743	0.171609124710741	208	37	0.0731091523550689	0.232866188982812
Lachnospira	Group	post_ltx	0.854694736097565	0.476851228461126	208	140	0.0745479678664642	0.235270650881318
Olsenella	Country	NO	-0.501663722655079	0.285166715794774	208	28	0.0800362921741727	0.237349004378581
Eggerthella	Country	NO	-0.703051500100424	0.397600230092009	208	98	0.0785086079342521	0.237349004378581
f__Desulfovibrionaceae.g__uncultured	Group	post_ltx	0.320638730511438	0.182149935932511	208	28	0.0798480484876674	0.237349004378581
Erysipelotrichaceae_UCG.003	Group	post_ltx	1.0379257636228	0.583914378851514	208	118	0.0769635191093582	0.237349004378581
Merdibacter	Country	NO	-0.449858876183221	0.253970080606551	208	43	0.0779955175462731	0.237349004378581
Subdoligranulum	Group	post_ltx	1.186563804499	0.668614959272936	208	163	0.0774382066518459	0.237349004378581
f__Peptococcaceae.g__uncultured	Country	NO	0.293768160593433	0.166657431665413	208	16	0.0794400811747185	0.237349004378581
Barnesiella	Country	NO	-1.01568624411668	0.589020037063849	208	101	0.0861491333508729	0.244919850187606
Streptococcus	Group	post_ltx	0.713825501369127	0.411839800804295	208	203	0.0845531062993159	0.244919850187606
Neisseria	Country	NO	-0.304090757314432	0.175762081122047	208	29	0.0851125416354287	0.244919850187606
Aggregatibacter	Group	post_ltx	0.369493654464188	0.214147159645501	208	31	0.0859588727363685	0.244919850187606
Comamonas	Country	NO	0.347496934345976	0.199705186378958	208	17	0.0833510077071889	0.244919850187606
UCG.003	Country	NO	0.69000297232439	0.408452672061819	208	119	0.0926804175383959	0.261328390436133
X.Ruminococcus._gnavus_group	Country	NO	-1.02984222549133	0.615861202146243	208	136	0.096010712056281	0.26685843706642
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Country	NO	-0.387437381756187	0.23182142891654	208	20	0.096193157547198	0.26685843706642
Hungatella	Group	post_ltx	-0.775023111028874	0.468200942304972	208	90	0.0993893380557506	0.273519458329426
Lachnospiraceae_UCG.010	Group	post_ltx	-0.840226848218608	0.514824173897267	208	127	0.104200794017006	0.280039633920703
X.Eubacterium._xylanophilum_group	Group	post_ltx	0.509792210314763	0.311831879886482	208	44	0.103619224307196	0.280039633920703
Sutterella	Group	post_ltx	0.956367449692459	0.585102264240043	208	139	0.103682183589958	0.280039633920703
X.Eubacterium._xylanophilum_group	Country	NO	0.489148641256678	0.301520522715035	208	44	0.106281763910857	0.28207461017393
Family_XIII_UCG.001	Country	NO	0.319706770004671	0.197252618431517	208	35	0.106597963147125	0.28207461017393
Erysipelatoclostridium	Country	NO	0.770918174511897	0.483938550494682	208	98	0.11269900264608	0.293700431138268
Ralstonia	Group	post_ltx	-0.332030350396306	0.208388997772817	208	16	0.112629096263708	0.293700431138268
Allisonella	Country	NO	-0.371864738587608	0.236396778242281	208	35	0.117248539593147	0.303259380601823
Senegalimassilia	Group	post_ltx	0.577692427598596	0.369647334612577	208	60	0.119637208438989	0.307128355992629
Anaerostipes	Country	NO	-0.612722566259194	0.407143127094525	208	185	0.133880821921986	0.34114816845306
UBA1819	Country	NO	-0.55466231149322	0.3707005387001	208	101	0.136125318670714	0.344316982520042
Corynebacterium	Group	post_ltx	-0.419558532282661	0.281244323408306	208	41	0.137290458486635	0.344729326418995
Veillonellaceae	Country	NO	-0.364239923661803	0.24586684234167	208	22	0.140021589662212	0.34903932495508
f__Erysipelotrichaceae.g__unassigned	Group	post_ltx	0.397735164483915	0.26988847038036	208	29	0.142095734685563	0.351661386559956
f__Lachnospiraceae.g__unassigned	Country	NO	0.585254338492676	0.400314545071672	208	197	0.145276243476874	0.356964483971747
Ligilactobacillus	Group	post_ltx	0.445073404501141	0.306055573594169	208	38	0.147413491400946	0.357114373534686
X.Eubacterium._ventriosum_group	Country	NO	-0.534509481174446	0.367530944777017	208	91	0.147385536623987	0.357114373534686
Holdemanella	Country	NO	-0.584937973731503	0.40373751788068	208	42	0.14891920694793	0.357506420270091
Lactobacillus	Country	NO	-0.461593128727754	0.319999673576478	208	31	0.150693113195242	0.357506420270091
X.Eubacterium._fissicatena_group	Country	NO	-0.384408035994209	0.26582050275531	208	36	0.149671010195378	0.357506420270091
Sphingopyxis	Group	post_ltx	0.162845190746154	0.113367017159894	208	14	0.152400808174862	0.359037282103174
Dysgonomonas	Country	NO	0.224335708236966	0.156566807754131	208	13	0.153425815317345	0.359037282103174
Turicibacter	Country	NO	-0.356969006983198	0.254691701154575	208	41	0.162554981558446	0.377143109300157
Haemophilus	Country	NO	-0.66342779672698	0.47425131176388	208	158	0.163355590946871	0.377143109300157
Ligilactobacillus	Country	NO	-0.412423102119546	0.295935221772571	208	38	0.164939478634507	0.378261204335136
Adlercreutzia	Group	post_ltx	-0.455558882890531	0.3342081139902	208	67	0.174346457984139	0.394223378739841
Coprobacter	Country	NO	-0.680404811010019	0.497677236717421	208	76	0.173072140222085	0.394223378739841
Colidextribacter	Group	post_ltx	-0.597650928671906	0.439463576131699	208	130	0.175337723683708	0.394223378739841
Butyricimonas	Group	post_ltx	0.52046625105713	0.387746776157776	208	66	0.180988580438366	0.399103023530757
Turicibacter	Group	post_ltx	0.353921511774779	0.263401612757144	208	41	0.180544567702053	0.399103023530757
Megamonas	Country	NO	-0.407242565279349	0.301926226350633	208	18	0.178884529907212	0.399103023530757
UC5.1.2E3	Country	NO	0.250242130165492	0.188345146816942	208	22	0.185445170448888	0.406325723786099
Eggerthella	Group	post_ltx	-0.544356165096774	0.411197307819958	208	98	0.187033132011992	0.407211376026109
f__Desulfovibrionaceae.g__uncultured	Country	NO	-0.232194912677144	0.176126776758279	208	28	0.188861040870413	0.408605019241649
Campylobacter	Group	post_ltx	0.377435403992267	0.294099615189814	208	41	0.200815165949503	0.431752606791432
Gastranaerophilales	Group	post_ltx	0.496008456910384	0.390973266243597	208	36	0.206004397683325	0.43744143705595
f__Yersiniaceae.g__unassigned	Group	post_ltx	-0.274085388051674	0.215899959433626	208	9	0.205701427659917	0.43744143705595
f__Oscillospiraceae.g__unassigned	Group	post_ltx	-0.359527275207355	0.290866720542472	208	48	0.217852526798466	0.459762387844616
f__Oscillospiraceae.g__uncultured	Group	post_ltx	0.548549580702964	0.448044913385504	208	120	0.222237306214835	0.465533853721625
Neisseria	Group	post_ltx	0.22203821021316	0.181772768485305	208	29	0.223293854256012	0.465533853721625
Lachnospiraceae_UCG.004	Group	post_ltx	-0.515425943975571	0.426097792320212	208	146	0.227809247774177	0.469259767870161
Family_XIII_UCG.001	Group	post_ltx	-0.247179060675178	0.203998236220103	208	35	0.227032541722521	0.469259767870161
Faecalitalea	Group	post_ltx	0.427226966565505	0.356962937185403	208	46	0.232751770539211	0.476586958723146
Actinobacillus	Group	post_ltx	0.31615785178883	0.265558201575983	208	40	0.235210715929333	0.478772108163849
Coprobacter	Group	post_ltx	0.598812027135493	0.51469673408922	208	76	0.246008722804528	0.480433341525847
Lactobacillus	Group	post_ltx	0.382084463190809	0.33094297819562	208	31	0.249625948610799	0.480433341525847
Hungatella	Country	NO	0.522272550319806	0.452718923128895	208	90	0.249992930619554	0.480433341525847
X.Ruminococcus._torques_group	Group	post_ltx	0.621899286817102	0.529101194089809	208	186	0.241202772986352	0.480433341525847
f__Lachnospiraceae.g__unassigned	Group	post_ltx	0.485308421964749	0.414004446568229	208	197	0.242465196355519	0.480433341525847
Oscillibacter	Country	NO	-0.4767545381472	0.409202067327318	208	124	0.245339147410868	0.480433341525847
Candidatus_Soleaferrea	Group	post_ltx	-0.20661050405286	0.177477789844504	208	37	0.245716884521994	0.480433341525847
f__Xanthobacteraceae.g__unassigned	Group	post_ltx	0.3318875230876	0.28630032321189	208	21	0.247711496135687	0.480433341525847
Akkermansia	Country	NO	0.673201692625591	0.568549965821017	208	71	0.237757320547226	0.480433341525847
CAG.352	Country	NO	-0.394231029396627	0.334577157288458	208	21	0.240044437417665	0.480433341525847
X.Eubacterium._hallii_group	Country	NO	-0.525157714589399	0.459142772676921	208	171	0.254049268223727	0.485516379272012
Proteus	Country	NO	0.374143411384468	0.328881245122812	208	30	0.256605129179799	0.487691516231219
X.Ruminococcus._gnavus_group	Group	post_ltx	0.722245157656928	0.636922338437017	208	136	0.258135167437523	0.487766140777115
o__Rhodospirillales.f__uncultured.g__uncultured	Group	post_ltx	0.516643949383701	0.456902591963265	208	55	0.259480243494802	0.487766140777115
f__Eggerthellaceae.g__uncultured	Group	post_ltx	-0.332542331558121	0.295047129886012	208	44	0.26102530392735	0.488003829081567
GCA.900066575	Country	NO	0.43153776393645	0.384447914558599	208	82	0.262968404341583	0.488979086991916
Enterococcus	Group	post_ltx	-0.641175008668851	0.577081807290591	208	81	0.26784208056466	0.492714843391674
f__Enterobacteriaceae.g__unassigned	Group	post_ltx	0.684683718378158	0.615730290449511	208	79	0.267446348423196	0.492714843391674
Parabacteroides	Group	post_ltx	0.650608419497336	0.592571435910406	208	142	0.273518196618824	0.500014768187074
Pseudomonas	Country	NO	0.385719797203607	0.352193658108276	208	78	0.274717416242317	0.500014768187074
Cutibacterium	Group	post_ltx	-0.351281991516742	0.323523322157564	208	20	0.278842134091006	0.504851021722664
Campylobacter	Country	NO	-0.303416080761216	0.284374611520173	208	41	0.287245209579316	0.514647667162941
Coprococcus	Group	post_ltx	0.582475660554185	0.545856567974894	208	162	0.287188246373465	0.514647667162941
Libanicoccus	Country	NO	-0.181582957785246	0.17496090400608	208	19	0.300563073075107	0.517443567292653
Fusicatenibacter	Group	post_ltx	0.640549707268042	0.611337392894015	208	159	0.295971771261127	0.517443567292653
UCG.002	Group	post_ltx	-0.641416615302005	0.61410507528472	208	128	0.297496328606971	0.517443567292653
f__Oscillospiraceae.g__unassigned	Country	NO	-0.293188359118882	0.281248619128683	208	48	0.298429673070584	0.517443567292653
Phascolarctobacterium	Group	post_ltx	0.630150920821099	0.607518247213987	208	78	0.300839283309682	0.517443567292653
Cutibacterium	Country	NO	-0.328215155021086	0.312825363599657	208	20	0.295323205153181	0.517443567292653
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	post_ltx	-0.252452277999763	0.239749226109346	208	20	0.293587532212066	0.517443567292653
Dielma	Group	post_ltx	-0.176213765906333	0.166828527298602	208	15	0.292094078401359	0.517443567292653
Family_XIII_AD3011_group	Group	post_ltx	-0.44814542117208	0.440543931608891	208	77	0.310231291656028	0.530943106117779
f__Lactobacillaceae.g__unassigned	Country	NO	-0.213356650642859	0.210439541440083	208	25	0.311843732191054	0.531060613236251
Intestinimonas	Country	NO	0.412974991001252	0.409601999762539	208	117	0.314530318513807	0.53299718999384
Butyricicoccus	Group	post_ltx	0.428494761315905	0.436133598061071	208	179	0.327019016596476	0.551443831907782
Bacteroides	Group	post_ltx	0.456727921072925	0.46778105267779	208	196	0.330031328607219	0.553808668492114
Lacticaseibacillus	Group	post_ltx	-0.297007604494382	0.307604048474816	208	26	0.335406225261813	0.560095832476038
Actinomyces	Group	post_ltx	0.425720486907108	0.446804924975524	208	128	0.341808110577564	0.568028937384937
Roseburia	Group	post_ltx	0.512284073879904	0.554579030650451	208	184	0.356710283956204	0.587121232923129
X.Ruminococcus._torques_group	Country	NO	-0.473447768986263	0.511605383866412	208	186	0.35583769710792	0.587121232923129
Lachnospiraceae_FCS020_group	Group	post_ltx	0.412616368385824	0.452928545781748	208	105	0.363367114023556	0.59319211958967
Tuzzerella	Group	post_ltx	0.363463737709929	0.399374237080813	208	49	0.363847491957618	0.59319211958967
Bilophila	Group	post_ltx	0.477579208352956	0.531782697811128	208	103	0.370200661954635	0.595088914543899
Holdemania	Country	NO	0.170112757434318	0.188280656886896	208	42	0.367317716020354	0.595088914543899
Dielma	Country	NO	0.145374998614438	0.161312001752886	208	15	0.368537477694183	0.595088914543899
X.Eubacterium._eligens_group	Country	NO	0.406000712366417	0.458687894751797	208	102	0.377120844541506	0.595407919015019
UCG.005	Group	post_ltx	-0.453391663916306	0.511476565365968	208	87	0.376420873168452	0.595407919015019
Fournierella	Group	post_ltx	0.28834357747584	0.325900215688391	208	35	0.37732246030603	0.595407919015019
o__Rhodospirillales.f__uncultured.g__uncultured	Country	NO	-0.394751254315948	0.441794175787189	208	55	0.372627335775477	0.595407919015019
Peptostreptococcus	Group	post_ltx	-0.28190198193756	0.320908643751059	208	53	0.380728364048887	0.598039074122453
Parvimonas	Group	post_ltx	-0.231673214645965	0.265126845352416	208	37	0.383238611794382	0.599245829351215
Lachnoclostridium	Group	post_ltx	0.319638994664246	0.368774548058959	208	196	0.387086935389229	0.599763361382827
X.Eubacterium._ventriosum_group	Group	post_ltx	0.327893273489486	0.380099717240764	208	91	0.389337612353456	0.599763361382827
Oscillospira	Country	NO	-0.293553961906939	0.342057215955042	208	83	0.391783574336764	0.599763361382827
Ruminococcus	Country	NO	-0.439370644069687	0.514407906133558	208	116	0.394030580443369	0.599763361382827
Parasutterella	Country	NO	-0.409371703733867	0.475124728227356	208	94	0.38990945838546	0.599763361382827
Pseudoflavonifractor	Country	NO	0.16432166604773	0.192123711482114	208	22	0.39338861408943	0.599763361382827
Intestinibacter	Country	NO	-0.477072603546958	0.564315744929709	208	142	0.398873103891164	0.604459681667667
Oscillibacter	Group	post_ltx	0.35589860364264	0.423195903081889	208	124	0.401339911462743	0.605530392733261
Peptococcus	Group	post_ltx	0.165185132185817	0.199110033236939	208	23	0.407720186425838	0.612470498386412
Olsenella	Group	post_ltx	-0.242332744011561	0.294918807736945	208	28	0.412206210571521	0.616517114941753
Parabacteroides	Country	NO	0.464905065615629	0.572976852676986	208	142	0.418085431000521	0.622603412399044
Aeromonas	Country	NO	0.213249486156489	0.269638250782139	208	26	0.429932387418073	0.637485953757833
Dialister	Group	post_ltx	-0.505174011603917	0.641386153389955	208	115	0.431823762617793	0.637542379143866
Anaerotruncus	Country	NO	0.186419047368086	0.238638919133094	208	52	0.435600049371737	0.640369303349903
Intestinimonas	Group	post_ltx	-0.327776652426603	0.423609512351266	208	117	0.439957754951516	0.64188235222013
Klebsiella	Country	NO	-0.384296416676055	0.497093117216191	208	52	0.440361148616136	0.64188235222013
DTU089	Group	post_ltx	-0.154699283016563	0.203604672136069	208	34	0.448245689608691	0.650618216140886
X.Eubacterium._coprostanoligenes_group	Group	post_ltx	-0.36498253687462	0.482731861303759	208	106	0.450470870871381	0.651100754536787
f__Lactobacillaceae.g__unassigned	Group	post_ltx	0.16232664739416	0.217636123799536	208	25	0.456604806059225	0.657205243867671
Fusobacterium	Country	NO	-0.353887315125986	0.487444155633616	208	85	0.468663233583265	0.67175063480268
Phascolarctobacterium	Country	NO	-0.406529698011675	0.587429417176868	208	78	0.48968990930663	0.698976468055936
Lactococcus	Group	post_ltx	-0.177496825273924	0.258311530986462	208	31	0.49276955871488	0.700465818999664
Anaerostipes	Group	post_ltx	-0.285643549556846	0.421066551495521	208	185	0.49829519679157	0.705405546075309
UCG.005	Country	NO	-0.332421755136917	0.494563549441382	208	87	0.50224392935924	0.708081605326142
Gastranaerophilales	Country	NO	-0.251046152766547	0.378044937702614	208	36	0.507395337589486	0.712424474003197
Slackia	Group	post_ltx	0.29035618975834	0.441701166088775	208	68	0.511687553415592	0.714778833272021
Bacteroides	Country	NO	0.293180038445874	0.452312918008711	208	196	0.5175940842576	0.714778833272021
Clostridia_UCG.014	Country	NO	0.220642396315592	0.343637433518893	208	46	0.521539206835108	0.714778833272021
Monoglobus	Country	NO	-0.301287425376444	0.462324550019907	208	92	0.515337882097499	0.714778833272021
X.Eubacterium._siraeum_group	Country	NO	0.171906140074714	0.267210682729239	208	39	0.520725364940636	0.714778833272021
Veillonella	Country	NO	-0.300020150535991	0.460524802034215	208	178	0.51546990785438	0.714778833272021
Erysipelotrichaceae_UCG.003	Country	NO	0.354898308102285	0.564606058868088	208	118	0.530325825208602	0.723936840760948
UCG.002	Country	NO	-0.370710003377305	0.593798438341877	208	128	0.533122922599985	0.724878598317765
