feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Family_XIII_UCG.001	Country	NO	0.938240120670066	0.282219312119312	143	52	0.00113082732990321	0.00540447347278419
Merdibacter	Group	pre_ltx	-0.878541373289296	0.26463486915968	143	29	0.00114854209118317	0.00541876268660776
Lachnospiraceae_UCG.004	Country	NO	1.36709087538499	0.416022821910777	143	127	0.00128401221089195	0.00598122143807894
Parasediminibacterium	Group	pre_ltx	0.847458272368627	0.260419168280195	143	15	0.00142566434936767	0.00655805600709126
Halomonas	Country	NO	0.821077493759155	0.25315653806076	143	22	0.00147709210589613	0.00671073944407132
Incertae_Sedis	Group	pre_ltx	-1.28530043651525	0.399823330904591	143	123	0.00162151633570605	0.00727704892121741
X.Eubacterium._xylanophilum_group	Country	NO	0.842417189015135	0.265337359232375	143	25	0.00184359595053161	0.00809229625674747
f__Ruminococcaceae.g__uncultured	Country	NO	1.14871681788553	0.361881432044769	143	96	0.00184715458034453	0.00809229625674747
Muribaculaceae	Group	pre_ltx	-0.892446541638875	0.286982809336369	143	26	0.00226906533558804	0.00982371815878116
Lachnospiraceae_FCS020_group	Group	pre_ltx	-1.40372686309417	0.452451228401387	143	94	0.00232176480018928	0.00993499356360063
f__Peptococcaceae.g__uncultured	Group	pre_ltx	-0.98326835761919	0.318484206824473	143	27	0.00243539950747626	0.0103014599856467
Parvimonas	Country	NO	-0.949087912767154	0.308069661401074	143	31	0.0024863233757892	0.0103973522987548
Faecalibacterium	Group	pre_ltx	-1.47780026792536	0.48034697554152	143	134	0.00251958273296882	0.0104180499520509
Dysgonomonas	Group	pre_ltx	0.622983470014647	0.203782541126292	143	12	0.00267765056301671	0.0109486156354461
Anaerotruncus	Country	NO	0.945958975250074	0.31052922552488	143	49	0.00276960298365552	0.0112001527251124
Fusicatenibacter	Group	pre_ltx	-1.41673788765218	0.467642045994635	143	121	0.00291768052773571	0.0116707221109428
Shewanella	Country	NO	0.750172102437948	0.250310856881342	143	18	0.0032268456203256	0.0127685934223636
X.Eubacterium._ruminantium_group	Group	pre_ltx	-0.552068221415618	0.185327901740788	143	16	0.00341130151520321	0.0133548825276041
Parabacteroides	Country	NO	1.46124886324459	0.492086716303147	143	115	0.00351070269814045	0.0135993536096388
TM7x	Country	NO	-0.568049597074924	0.19172749240225	143	26	0.00358331883537324	0.0137360555355974
Granulicatella	Country	NO	-0.527541602666357	0.178996120661496	143	14	0.00375752690764299	0.0142553598145631
o__Lactobacillales.f__unassigned.g__unassigned	Country	NO	-1.01546904568632	0.347050497474338	143	60	0.00400750638689239	0.0150485954120041
f__Desulfovibrionaceae.g__uncultured	Group	pre_ltx	-0.649571294702423	0.223477177537061	143	26	0.00424849568280967	0.0157286169125683
X.Eubacterium._fissicatena_group	Group	pre_ltx	0.607570869715077	0.209170930799947	143	26	0.00427408068276313	0.0157286169125683
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	pre_ltx	-0.958685016425129	0.331386516303637	143	34	0.00442721483462159	0.0161308421697103
Tannerellaceae	Country	NO	0.728573784142267	0.252904491868007	143	17	0.00459105067424299	0.0165637906678571
Asticcacaulis	Group	pre_ltx	0.360274201008544	0.12691198102782	143	12	0.00520320138212706	0.0185900787244928
Leucobacter	Group	pre_ltx	0.626024308675176	0.221748946968494	143	14	0.00544943112552051	0.0192826024441495
Clostridia_UCG.014	Country	NO	1.15568657575138	0.410868198267103	143	62	0.00561773828180864	0.0196172972552155
Vagococcus	Country	NO	0.700970121167373	0.249384079131574	143	18	0.00565063453546968	0.0196172972552155
Corynebacterium	Country	NO	-0.811490423996531	0.289256433881851	143	21	0.00574045090417737	0.0197428591844605
f__Peptococcaceae.g__uncultured	Country	NO	0.897502267285622	0.321904099502986	143	27	0.00603931473167943	0.0205784057523892
Acidaminococcus	Country	NO	-0.950171663213153	0.342512183478646	143	28	0.00629062096452131	0.021238059770127
Paludicola	Group	pre_ltx	-0.442865430114049	0.160795170642238	143	21	0.0066648688802277	0.0222970158902163
X.Clostridium._methylpentosum_group	Country	NO	0.547895494056272	0.200534114874897	143	25	0.00710279150276916	0.0235479934506221
Lachnospira	Country	NO	1.34743076090821	0.497368715928098	143	97	0.00758884102827015	0.0245484697466788
Lachnospiraceae_NK4A136_group	Group	pre_ltx	-1.45848134721861	0.53850507040685	143	93	0.00760468899761246	0.0245484697466788
Burkholderia.Caballeronia.Paraburkholderia	Country	NO	0.605654809914161	0.223397438985251	143	17	0.00754573066124273	0.0245484697466788
Sellimonas	Country	NO	-1.0974499177192	0.406220448031732	143	39	0.00775343176261893	0.0248109816403806
Peptococcus	Group	pre_ltx	-0.685673157658605	0.255847602738876	143	28	0.00824534774379725	0.0261576549113568
X.Clostridium._innocuum_group	Group	pre_ltx	0.90329292900256	0.337822867834935	143	40	0.00839021935901502	0.0261770501050053
Angelakisella	Group	pre_ltx	-0.198520777034386	0.0743317760440772	143	8	0.00846486131112944	0.0261770501050053
Negativibacillus	Group	pre_ltx	-1.63887545500794	0.613101402512484	143	66	0.00840867033612151	0.0261770501050053
GCA.900066575	Country	NO	1.02530407743488	0.385553990801676	143	92	0.00874307681125713	0.0268121022211885
Clostridia_vadinBB60_group	Country	NO	0.910919238327972	0.343466342758461	143	43	0.00892154836345581	0.0271333041136507
UC5.1.2E3	Group	pre_ltx	-0.484853570912723	0.184593105632851	143	15	0.009584419334503	0.0289103796319435
Proteus	Country	NO	0.832505522187662	0.317406039328605	143	20	0.00968588710379675	0.0289789142617659
Ralstonia	Group	pre_ltx	0.633821309364404	0.242516341343478	143	11	0.00994117238388951	0.0295028341715431
Granulicatella	Group	pre_ltx	-0.460331244341989	0.177094475036362	143	14	0.0103407689615471	0.0304432238227948
X.Eubacterium._brachy_group	Country	NO	-0.57900400585855	0.224564513266448	143	28	0.0109601306764112	0.0320105403882486
Butyricicoccus	Group	pre_ltx	-1.09889921329551	0.4272763105299	143	128	0.0111574785590563	0.0321107240180596
Parasediminibacterium	Country	NO	0.676114250086447	0.263215556885538	143	15	0.0112562048867655	0.0321107240180596
Pseudochrobactrum	Group	pre_ltx	0.551151722367506	0.214404216480151	143	11	0.011195976759909	0.0321107240180596
Enterorhabdus	Country	NO	-0.605451947991294	0.236907122658396	143	26	0.011666182282768	0.0330242698466047
Eisenbergiella	Group	pre_ltx	0.932973444125566	0.366014590839959	143	52	0.0118805347528869	0.0331348467994199
Lachnospiraceae_ND3007_group	Group	pre_ltx	-1.0636483346865	0.417303737987568	143	100	0.0118853254824006	0.0331348467994199
Atopobium	Country	NO	-0.855721816308737	0.336139813097102	143	30	0.0119874509667964	0.0331682853818127
Sellimonas	Group	pre_ltx	1.01223209881442	0.401904782781643	143	39	0.0129075358509888	0.0354475611430139
UCG.002	Group	pre_ltx	-1.40008727497449	0.564659692969353	143	111	0.0143424303339203	0.0390964026880198
X.Eubacterium._hallii_group	Group	pre_ltx	-1.00776547132119	0.40817607293546	143	129	0.0147546307961633	0.0396328768831249
Megasphaera	Country	NO	-0.840740902275501	0.340477653522235	143	21	0.0147408067629674	0.0396328768831249
Dyella	Group	pre_ltx	0.381147448496073	0.156275854060692	143	9	0.0159822008023269	0.0426192021395384
Izemoplasmatales	Group	pre_ltx	-0.358485369969083	0.147215712332496	143	9	0.0161455587692363	0.0426469688536227
f__Christensenellaceae.g__unassigned	Group	pre_ltx	-0.802921312498665	0.329977183840502	143	29	0.0162243903247478	0.0426469688536227
Gemella	Country	NO	-1.22932574378231	0.506989702307537	143	50	0.0165934717588658	0.043307784448671
Parasutterella	Group	pre_ltx	-1.32302243058042	0.549610365327098	143	77	0.0173785882456608	0.0450374681295998
Adlercreutzia	Group	pre_ltx	-0.983411067837576	0.410510149351337	143	69	0.0179161379463533	0.0456483828263596
Paraprevotella	Group	pre_ltx	-1.40133472147248	0.585331820398806	143	46	0.0179864551897341	0.0456483828263596
Flavonifractor	Country	NO	-1.08218432082664	0.451784056514406	143	112	0.0179267088493715	0.0456483828263596
Bacteroides	Group	pre_ltx	-1.03531763723987	0.437030843871069	143	137	0.0192027977441548	0.0484015723962257
TM7x	Group	pre_ltx	-0.44789884137623	0.189690589335317	143	26	0.0195938640968109	0.049051306038275
Gastranaerophilales	Country	NO	1.06708146137398	0.455835077056332	143	46	0.0206468892855388	0.0513382111964748
Collinsella	Country	NO	-1.47505580150756	0.632568597646707	143	110	0.0211349055138126	0.0521989612690137
Agathobacter	Country	NO	1.24562598860329	0.538614351354233	143	104	0.0221997405301056	0.0544633634338592
Lachnospiraceae_UCG.010	Country	NO	1.16661403698155	0.518735807382572	143	113	0.0260767411401959	0.0635512631761065
Pseudoflavonifractor	Group	pre_ltx	-0.653570616067172	0.291993331221488	143	27	0.0267796947271823	0.0644112918928307
Asticcacaulis	Country	NO	0.287431876214467	0.128274765572336	143	12	0.0266168656042993	0.0644112918928307
Anaeroplasma	Country	NO	0.527261343581033	0.236094592444938	143	9	0.0271183453080643	0.0646277190287826
Allisonella	Group	pre_ltx	0.391055825956479	0.175224133235846	143	15	0.0272209142648405	0.0646277190287826
Leucobacter	Country	NO	0.499451087795497	0.224130093612363	143	14	0.0274485379169472	0.064750397137414
CAG.352	Country	NO	-0.99988878642046	0.452889313793407	143	35	0.0288857486725021	0.0677067230030623
Streptococcus	Group	pre_ltx	0.985710861615375	0.450326013911127	143	136	0.0302628368238452	0.0696045246948439
f__Lachnospiraceae.g__unassigned	Country	NO	0.659800790122333	0.300916360243033	143	136	0.029984981973698	0.0696045246948439
Cutibacterium	Country	NO	-0.467070602698881	0.213204778689011	143	8	0.0301271129044732	0.0696045246948439
Faecalitalea	Group	pre_ltx	0.41697824417755	0.191416794980272	143	18	0.031051868009544	0.0709756983075291
Marvinbryantia	Country	NO	0.884057866196215	0.407172731950292	143	90	0.0316004626752296	0.0717837670647191
RF39	Group	pre_ltx	-0.514482904078655	0.238383012371219	143	18	0.032616207221904	0.0731805624195099
Hungatella	Country	NO	-0.928860675922336	0.43087454841384	143	51	0.0328119369543998	0.0731805624195099
Oscillibacter	Country	NO	-0.837956571284631	0.387894725248893	143	101	0.0324541987796202	0.0731805624195099
Defluviitaleaceae_UCG.011	Group	pre_ltx	-0.349835901612601	0.162766232646214	143	16	0.0333286561398473	0.0738852136112278
UC5.1.2E3	Country	NO	0.399107813494007	0.186575271771487	143	15	0.0341604216276842	0.07508812862172
Cutibacterium	Group	pre_ltx	0.450922704702454	0.210939702031744	143	8	0.0342793630664374	0.07508812862172
Oribacterium	Country	NO	-0.373369239478943	0.178450726588556	143	18	0.038218570884697	0.0832215034649024
Klebsiella	Group	pre_ltx	0.976348259258719	0.46816383745927	143	18	0.0388406304009404	0.0840785411032122
Oscillospira	Group	pre_ltx	-0.771795129299749	0.371335574699696	143	73	0.0394952832231216	0.0849956972287062
Erysipelatoclostridium	Country	NO	1.13849214827848	0.549796881630328	143	74	0.0402187858036761	0.0860494952078651
X.Eubacterium._siraeum_group	Group	pre_ltx	-0.773577878684583	0.374735626114586	143	38	0.0408323620765039	0.0866388683991094
Ralstonia	Country	NO	0.505671645722425	0.24512048887233	143	11	0.040965117123492	0.0866388683991094
Holdemanella	Group	pre_ltx	-0.832637830705809	0.404332048801139	143	37	0.0413193476162128	0.0868886852729504
Haemophilus	Group	pre_ltx	0.885142309870831	0.431157653765282	143	83	0.0419401615603223	0.0876930650806739
X.Eubacterium._eligens_group	Country	NO	1.01787342703209	0.499723036975829	143	76	0.0435471856346387	0.0905387814324692
Lachnospiraceae_NK4A136_group	Country	NO	1.10384113516175	0.544287553519558	143	93	0.0444521950949973	0.0910903447813626
Pseudochrobactrum	Country	NO	0.439716674675717	0.216706495194357	143	11	0.0443446564359035	0.0910903447813626
f__Yersiniaceae.g__unassigned	Country	NO	0.558672048337803	0.275607860606689	143	9	0.0445550599474056	0.0910903447813626
X.Ruminococcus._gnavus_group	Country	NO	-1.33227334533727	0.658708293676632	143	76	0.045023446158071	0.0915393822440338
Rothia	Group	pre_ltx	0.69337009542917	0.34327210524158	143	58	0.0453033102693191	0.0916022976874145
Turicibacter	Country	NO	0.655283444471822	0.325179648595636	143	21	0.0458040743447361	0.0921087396659174
Lachnospiraceae_UCG.004	Group	pre_ltx	-0.827384562942728	0.411603016742269	143	127	0.0463362272033956	0.0926724544067912
Dielma	Group	pre_ltx	-0.625131408247162	0.315945678177463	143	23	0.0498230599900635	0.0985746563244266
Clostridium_sensu_stricto_1	Group	pre_ltx	1.09917156154582	0.5551746336693	143	72	0.0496793945455494	0.0985746563244266
Tyzzerella	Country	NO	0.648983222371927	0.329878012100764	143	25	0.0511204126600225	0.100249090497727
Incertae_Sedis	Country	NO	0.794710875351412	0.404116645463868	143	123	0.0512142092760128	0.100249090497727
Howardella	Country	NO	-0.408098019024292	0.207968759703761	143	21	0.051710095551144	0.100684207210693
Tannerellaceae	Group	pre_ltx	-0.488116310204629	0.250217647489703	143	17	0.053082052142743	0.102811553623839
Campylobacter	Group	pre_ltx	0.384423829989511	0.197471970564245	143	9	0.0535697753590125	0.103212970325218
Turicibacter	Group	pre_ltx	-0.621840047517822	0.3217249566512	143	21	0.055275801951432	0.105396347762316
UCG.009	Country	NO	0.311396733875212	0.160989564375475	143	18	0.0550974749635983	0.105396347762316
Dyella	Country	NO	0.304084849619816	0.157953948728115	143	9	0.0562385625052991	0.106679335061598
Frisingicoccus	Group	pre_ltx	-0.380095412986362	0.199303230598179	143	13	0.0585532861607815	0.110500560549577
Sutterella	Country	NO	1.23891228755686	0.655193438869985	143	103	0.060702481713373	0.113972006482251
Intestinibacter	Group	pre_ltx	1.0262729097824	0.544036745262504	143	95	0.0613116353677839	0.114531379773322
Ruminococcus	Group	pre_ltx	-0.986514658310267	0.526711791886094	143	97	0.0631578919832093	0.116794493717694
X.Eubacterium._siraeum_group	Country	NO	0.71006086634888	0.378759548169954	143	38	0.0629172625456118	0.116794493717694
Flavonifractor	Group	pre_ltx	-0.833923355244528	0.44698432581968	143	112	0.06418079198173	0.118092657246383
f__Barnesiellaceae.g__uncultured	Group	pre_ltx	-0.29495045993262	0.158905829243193	143	22	0.0655367028163582	0.119987595206069
Staphylococcus	Group	pre_ltx	0.317720249626725	0.173379253624124	143	14	0.0689993627887747	0.125701809436976
Slackia	Group	pre_ltx	-0.699254974279683	0.386251268764547	143	47	0.0723840542581545	0.131137550840655
f__Eggerthellaceae.g__uncultured	Country	NO	0.744627722632063	0.411768291528717	143	48	0.0726958162268846	0.131137550840655
Olsenella	Country	NO	-0.47043262660263	0.263035721631778	143	18	0.0758621527596329	0.135768399631552
RF39	Country	NO	-0.430713915309491	0.240942776093317	143	18	0.0760007889241839	0.135768399631552
Aeromonas	Country	NO	0.474454166509959	0.267772551006273	143	19	0.0785940229829931	0.139722707525321
CAG.56	Country	NO	1.13420922962773	0.644623183872657	143	77	0.0806783723784507	0.142738658823413
Lachnospiraceae_FCS020_group	Country	NO	0.789651079996931	0.457309662855084	143	94	0.0864216058244699	0.152168186332081
Roseburia	Country	NO	0.830308473933343	0.484831700196546	143	131	0.0890054813819319	0.155971510231195
UCG.003	Country	NO	0.730982864320653	0.431107561378063	143	100	0.0921858271129918	0.160779072879531
Corynebacterium	Group	pre_ltx	0.48044975525285	0.286183388332034	143	21	0.0954181996933836	0.16563159192059
Pseudoflavonifractor	Country	NO	0.491563416408292	0.295128764107079	143	27	0.0980313025719624	0.169368635429494
o__Rhodospirillales.f__uncultured.g__uncultured	Country	NO	0.87090593573145	0.523843564918705	143	63	0.0986437551021371	0.169630382605544
X.Ruminococcus._gnavus_group	Group	pre_ltx	1.05680666712834	0.651710210476391	143	76	0.107141191034577	0.183385852561509
UCG.010	Country	NO	0.455106487639806	0.282374657293942	143	30	0.109276889998366	0.186175442219438
Comamonas	Country	NO	0.433849297712028	0.270359546307372	143	17	0.110810607673487	0.187918449879462
Senegalimassilia	Country	NO	-0.597389412493003	0.380057915868584	143	55	0.118245462910513	0.199607019959031
f__Eggerthellaceae.g__uncultured	Group	pre_ltx	-0.638582080048717	0.407393686273247	143	48	0.119259687140579	0.20039983957869
Anaeroplasma	Group	pre_ltx	-0.365021668651101	0.233586335577797	143	9	0.120384556907394	0.200459352678376
Gemella	Group	pre_ltx	-0.784571299885498	0.501603469657253	143	50	0.120045475246522	0.200459352678376
Subdoligranulum	Country	NO	0.95596588594799	0.619576634031984	143	120	0.125104153924218	0.207379858757262
Alistipes	Country	NO	0.805779533947522	0.530710173510959	143	124	0.131192704926619	0.216497378533614
Candidatus_Soleaferrea	Group	pre_ltx	-0.395234004813843	0.261412210474525	143	35	0.132808564511746	0.218185498840726
Escherichia.Shigella	Country	NO	1.18323637751129	0.785126007722538	143	80	0.134047013689912	0.219241337946167
Fusicatenibacter	Country	NO	0.703201250724197	0.472663599889593	143	121	0.139067988567365	0.225934088714179
Terrisporobacter	Country	NO	0.505218313424533	0.339846324321641	143	16	0.139366951462279	0.225934088714179
Subdoligranulum	Group	pre_ltx	-0.900067584268859	0.612994283581103	143	120	0.144262400876596	0.232844576853453
Catenibacterium	Group	pre_ltx	-0.334243098007589	0.228043094649755	143	13	0.144971991710944	0.232968091483089
Tyzzerella	Group	pre_ltx	-0.47356745590775	0.326373404982905	143	25	0.14901714458679	0.238101086794133
Phascolarctobacterium	Country	NO	0.960200708995977	0.662478130162818	143	68	0.149460193069143	0.238101086794133
Akkermansia	Group	pre_ltx	-0.879756689220305	0.621862940424785	143	62	0.159373375422318	0.252799147221608
Bilophila	Country	NO	0.619405449583765	0.439878198513269	143	95	0.161309484033288	0.254772060619099
X.Eubacterium._coprostanoligenes_group	Group	pre_ltx	-0.667992424179499	0.476647828263245	143	88	0.16329608415331	0.256807516959052
Prevotellaceae_NK3B31_group	Group	pre_ltx	-0.36405342881284	0.263513684744908	143	12	0.16931527257241	0.265140511943178
f__Desulfovibrionaceae.g__uncultured	Country	NO	-0.307637766358001	0.225876881971055	143	26	0.175394485050907	0.273496485164126
Acidaminococcus	Group	pre_ltx	-0.456009447277701	0.338873351570668	143	28	0.180586391544029	0.280404186026172
Gordonibacter	Group	pre_ltx	-0.28320026381617	0.21412251232882	143	24	0.188122065143678	0.290877815012073
X.Eubacterium._ventriosum_group	Group	pre_ltx	-0.535087517515308	0.407988587205083	143	65	0.1918269944184	0.29413472477488
Dialister	Country	NO	0.77720346487371	0.59252243078629	143	69	0.191772973458439	0.29413472477488
Klebsiella	Country	NO	-0.614479448291962	0.473190994366156	143	18	0.196220793214639	0.299623451879615
Rikenellaceae_RC9_gut_group	Country	NO	0.251384512358238	0.197061141911386	143	11	0.204185607460881	0.30921935615475
Oribacterium	Group	pre_ltx	-0.225408387562635	0.17655487520214	143	18	0.20382023203269	0.30921935615475
