feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Streptococcus	Country	NO	-1.54565908167208	0.31262656948336	511	492	1.41620558385353e-06	1.08339727164795e-05
Barnesiella	Group	post_ltx	-2.86064268042011	0.579691143019278	511	296	1.47363218686854e-06	1.09983280288237e-05
Gordonibacter	Country	NO	-1.12011687335851	0.227275721002514	511	104	1.55280596093205e-06	1.13133005725049e-05
CAG.56	Group	post_ltx	-2.15301985917718	0.439051488383026	511	260	1.70338538671944e-06	1.21217657752592e-05
X.Eubacterium._brachy_group	Country	NO	-1.0714773760079	0.220547819298968	511	119	2.15474595173376e-06	1.49852786643302e-05
UCG.002	Group	post_ltx	-2.38862300272379	0.494858843682553	511	351	2.41678942594943e-06	1.60769035726201e-05
Phascolarctobacterium	Group	post_ltx	-2.44322350987227	0.506032196027076	511	249	2.41505918115878e-06	1.60769035726201e-05
f__Peptococcaceae.g__uncultured	Group	post_ltx	-0.86492512316838	0.17971365241045	511	67	2.59018113376754e-06	1.68637324879333e-05
Dialister	Group	post_ltx	2.1572846243339	0.456391914788078	511	237	3.81661286377488e-06	2.43309070065649e-05
Senegalimassilia	Country	NO	-2.01845084430932	0.435684980011586	511	197	5.85109187550424e-06	3.65394717123326e-05
Atopobium	Country	NO	-0.857987180989808	0.188879663523732	511	101	9.08924488501654e-06	5.56261786963012e-05
Eisenbergiella	Country	NO	1.25793112188555	0.277969778395713	511	145	9.34709333210826e-06	5.60825599926495e-05
Lachnospiraceae_UCG.004	Group	post_ltx	-1.75422576105967	0.39548478490491	511	401	1.37916277834968e-05	8.11584250336542e-05
Lachnospiraceae_NK4A136_group	Group	post_ltx	-1.56195452140089	0.354520430605567	511	283	1.56537445872509e-05	9.03782234660145e-05
Erysipelotrichaceae_UCG.003	Group	post_ltx	-2.07725569111687	0.472499019008614	511	350	1.63563693242692e-05	9.26860928375254e-05
Mogibacterium	Country	NO	-1.00382262786401	0.231618021844634	511	85	2.15750045474364e-05	0.000120035479845737
f__Oscillospiraceae.g__uncultured	Group	post_ltx	-1.62045118858652	0.375623704709269	511	351	2.3112510128723e-05	0.000126293358917665
o__Lactobacillales.f__unassigned.g__unassigned	Country	NO	-1.2013874886572	0.281969086336766	511	240	2.95911197618449e-05	0.00015885759030043
X.Clostridium._innocuum_group	Group	post_ltx	1.39728186751925	0.331863983035541	511	256	3.55743875998869e-05	0.000187685562164921
Family_XIII_UCG.001	Country	NO	0.85518207954818	0.203319185132228	511	161	3.65260725798662e-05	0.00018944030863456
f__Eggerthellaceae.g__uncultured	Group	post_ltx	-1.23524121264058	0.295996658720799	511	126	4.1572090053643e-05	0.000212017659273579
Erysipelatoclostridium	Country	NO	1.61879462701813	0.389440814596257	511	248	4.48818114898874e-05	0.00022514482485091
Klebsiella	Group	post_ltx	1.64142086954081	0.396841373699176	511	109	4.82397292064658e-05	0.000238086405438364
Marvinbryantia	Country	NO	1.19938845562575	0.291847247653871	511	330	5.39965521938097e-05	0.000262268967798504
Adlercreutzia	Group	post_ltx	-1.42151340573502	0.348189643390958	511	197	6.02136385507487e-05	0.000287896459320767
f__Desulfovibrionaceae.g__uncultured	Country	NO	-1.03056228474057	0.253067753244986	511	99	6.31666652794695e-05	0.000297369224238733
f__Christensenellaceae.g__unassigned	Group	post_ltx	-1.15202314613925	0.285387814300817	511	103	7.23451325981755e-05	0.000335418342046086
Coprobacter	Country	NO	-1.74021678957525	0.433390266304915	511	233	7.88557142043572e-05	0.000354850713919607
Megasphaera	Country	NO	-1.36193774251309	0.339006182869978	511	106	7.83422705974589e-05	0.000354850713919607
UCG.009	Group	post_ltx	-0.647770684546088	0.161615074578729	511	81	8.13580205103071e-05	0.000360805134437014
Acidaminococcus	Country	NO	-1.35414001610583	0.341007409781551	511	108	9.39988858261226e-05	0.000410909415182765
Clostridium_sensu_stricto_1	Group	post_ltx	1.99685929984981	0.503410671710076	511	282	9.53782790217341e-05	0.000411066949023248
Negativibacillus	Group	post_ltx	-1.39732082233676	0.352803589616523	511	237	9.78092495167197e-05	0.000411359027473111
Pseudomonas	Group	post_ltx	1.11395420074672	0.281427091172658	511	136	9.81346699527357e-05	0.000411359027473111
Holdemanella	Country	NO	-1.5946103841361	0.403778389615515	511	116	0.000102414322207426	0.000423497062100979
Fusicatenibacter	Group	post_ltx	-1.53879855756394	0.391321191066775	511	427	0.000109067781906271	0.000444996550177585
f__Barnesiellaceae.g__uncultured	Group	post_ltx	-0.625114495678834	0.159997238424306	511	52	0.000120537369112013	0.000479075656793467
Clostridia_vadinBB60_group	Group	post_ltx	-1.04282820402266	0.266960805621238	511	120	0.00012055171755914	0.000479075656793467
Peptostreptococcus	Country	NO	-0.91666922327514	0.235160217361312	511	85	0.000126515617444417	0.000496330499205021
Staphylococcus	Country	NO	-0.544692692205335	0.139882718920265	511	90	0.000137320515587117	0.000531899718603263
Bilophila	Group	post_ltx	-1.51467607593863	0.393847594518271	511	312	0.000152685236366746	0.000584021029102803
Paraprevotella	Group	post_ltx	-1.62671153051954	0.42729471031751	511	134	0.000177407992309153	0.000646271971983343
X.Eubacterium._siraeum_group	Country	NO	1.20018435226186	0.314748470549242	511	124	0.000173552555914767	0.000646271971983343
Corynebacterium	Group	post_ltx	0.631298946532913	0.165279753514043	511	106	0.000174679481089135	0.000646271971983343
Lactobacillus	Group	post_ltx	0.888495850000001	0.233304405162645	511	79	0.000176498978747672	0.000646271971983343
Muribaculaceae	Group	post_ltx	-0.931060978844871	0.245266278852266	511	82	0.000184976339624874	0.000665914822649546
CAG.56	Country	NO	1.66821537312533	0.441672881834013	511	260	0.000199082513843093	0.000708363363209146
Christensenellaceae_R.7_group	Country	NO	1.68899782183304	0.452114426703015	511	286	0.000232574132598014	0.000818019362930945
Faecalitalea	Country	NO	-1.14394502606782	0.308676914365493	511	104	0.00026041314235129	0.00090552751772153
Slackia	Country	NO	-1.45508871807502	0.394177430187509	511	199	0.000274687719554821	0.000944431934649159
Hungatella	Group	post_ltx	1.23489736883242	0.339802332098309	511	200	0.000338469422503166	0.00113814992621944
X.Eubacterium._hallii_group	Country	NO	-1.16790355010984	0.321121845639761	511	443	0.000335914499854506	0.00113814992621944
Dielma	Group	post_ltx	-0.795886246149262	0.222665843388663	511	63	0.000423122413475327	0.00139381511911899
CAG.352	Group	post_ltx	-1.04555036599169	0.292586759644862	511	67	0.000423610477379301	0.00139381511911899
Faecalibacterium	Group	post_ltx	-1.42289861369248	0.399201124378857	511	473	0.000437503562442406	0.00142421372454655
Candidatus_Soleaferrea	Group	post_ltx	-0.623714030298339	0.175378222082975	511	144	0.000451235899803866	0.00145345458252614
Fusobacterium	Group	post_ltx	1.5352773280915	0.434352753168857	511	203	0.000485596854602253	0.00154783997404468
Coprobacter	Group	post_ltx	-1.52037797586242	0.430887540890716	511	233	0.000498018710733968	0.00157106933489272
Hungatella	Country	NO	1.19279647546286	0.340465498294362	511	200	0.00054599862327685	0.00170485284410935
Lachnospiraceae_ND3007_group	Group	post_ltx	-1.40877510676173	0.403826453657721	511	344	0.000574603012674849	0.00177604567554044
Enterorhabdus	Group	post_ltx	-0.796576033531936	0.22885744982739	511	91	0.00059080376971208	0.00180785953531896
Lachnospiraceae_FCS020_group	Group	post_ltx	-1.11840210201268	0.322119330432866	511	333	0.000608786758803708	0.0018444430514251
Lactococcus	Country	NO	-0.663886600241579	0.196308135988461	511	68	0.000840882691790465	0.00252264807537139
Pseudoflavonifractor	Group	post_ltx	-0.569651165388998	0.169744569118084	511	72	0.000916239612859343	0.00272203224791222
X.Ruminococcus._torques_group	Country	NO	-1.26815730256929	0.379170743779144	511	488	0.000952418520461014	0.00280230833904875
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	post_ltx	-0.827797859315697	0.248261564007662	511	91	0.000985724399609594	0.0028726825360051
Flavonifractor	Country	NO	-1.13801150351964	0.343583779965578	511	437	0.001068117730072	0.00308343420190595
Gordonibacter	Group	post_ltx	-0.746351794640132	0.226949876954856	511	104	0.00115513953719891	0.00330348316245669
Actinomyces	Group	post_ltx	1.01072824907378	0.309864994787333	511	296	0.00126019812590215	0.00357056135672277
Paludicola	Group	post_ltx	-0.479528874180192	0.147111840265324	511	68	0.00127343324773973	0.00357495939273722
Gastranaerophilales	Group	post_ltx	-1.21796560071501	0.381504629304113	511	156	0.00159264013932208	0.00443043529665961
Lactobacillus	Country	NO	-0.739203004975266	0.233495248679463	511	79	0.00174570998794416	0.00481249780460283
Howardella	Group	post_ltx	-0.758887791402883	0.242504696554604	511	71	0.00196225783520596	0.00536116872833058
Sutterella	Group	post_ltx	-1.5476297976619	0.498863870714373	511	368	0.00214316061838862	0.00580360309050371
X.Eubacterium._xylanophilum_group	Country	NO	0.691683820418285	0.223833798734803	511	112	0.00222934305585404	0.00598402609729243
Gemella	Group	post_ltx	0.794467908940318	0.25894668556894	511	212	0.00239261542080731	0.00636643755449598
Lachnospiraceae_UCG.004	Country	NO	1.21025748967866	0.397310119947749	511	401	0.00257049665116114	0.00678079289013197
X.Eubacterium._hallii_group	Group	post_ltx	-0.971983012729813	0.319584980551721	511	443	0.00260650578839595	0.00681701513888172
Romboutsia	Country	NO	-1.22514326113395	0.410058774458998	511	206	0.00309843854279769	0.00803493384827198
Eggerthella	Country	NO	-1.08112229664926	0.362497311215511	511	260	0.00314894092078176	0.00809727665343882
Ruminococcus	Group	post_ltx	-1.34114653883297	0.451033086766866	511	320	0.00323274238445953	0.0082434930803718
Tannerellaceae	Group	post_ltx	-0.498238932192931	0.172118692822162	511	46	0.00413459066850593	0.0104560722691142
Rothia	Group	post_ltx	0.83543297720346	0.289160226641215	511	234	0.00419861917655697	0.0105309628526757
Senegalimassilia	Group	post_ltx	-1.23617616850701	0.433174326047371	511	197	0.004686098922959	0.0116580997595565
UCG.003	Group	post_ltx	-0.964526579178894	0.339218995280596	511	327	0.00483267823008856	0.0119258027290895
f__Ruminococcaceae.g__uncultured	Country	NO	0.815776252868702	0.291784909894279	511	296	0.0055862452158627	0.0136751282884319
Anaerofilum	Group	post_ltx	-0.441458879254523	0.158364147606901	511	57	0.00571516729952262	0.0138796920131264
Prevotellaceae_NK3B31_group	Group	post_ltx	-0.562272421351421	0.202147416818963	511	36	0.00583155110256949	0.0140508239164273
X.Ruminococcus._torques_group	Group	post_ltx	-1.04639071362862	0.377140730087265	511	488	0.00594739293542236	0.0142179862362441
Enterorhabdus	Country	NO	-0.630532921022781	0.229495702318878	511	91	0.00645484995093972	0.0153115045347872
Parasutterella	Group	post_ltx	-1.29826932724264	0.47461313240324	511	260	0.00667977835123821	0.0157231705806069
X.Ruminococcus._gnavus_group	Group	post_ltx	1.6458086806465	0.602234043026539	511	325	0.00673138240775872	0.0157236871509479
Bacteroides	Group	post_ltx	-0.774459814533367	0.284245069076869	511	489	0.00689433545553127	0.0159606861670643
Ligilactobacillus	Group	post_ltx	0.544746634103593	0.200116960578363	511	62	0.00693716098110963	0.0159606861670643
f__Ruminococcaceae.g__unassigned	Group	post_ltx	-0.801215243480598	0.295393659966754	511	153	0.00714796331816123	0.0163229610101294
Escherichia.Shigella	Country	NO	1.51098671151069	0.559256999244911	511	367	0.00737848726474158	0.0167245711334142
Butyricicoccus	Group	post_ltx	-0.789753704232784	0.292988478017955	511	462	0.00750789941336401	0.016892773680069
Intestinibacter	Group	post_ltx	1.28163730822383	0.479328482651847	511	327	0.0079963726518256	0.0178605111785302
Collinsella	Group	post_ltx	-1.18907372219351	0.448282703639052	511	395	0.00850511567814448	0.0188591695471899
Lachnospira	Country	NO	1.00020186102423	0.379639160538544	511	347	0.00896057235256061	0.0197261520854931
Alloprevotella	Group	post_ltx	-0.897774225751464	0.347331555757405	511	37	0.0103182600853979	0.0225527684723697
Staphylococcus	Group	post_ltx	0.380830618499165	0.147492673688425	511	90	0.0104028107531446	0.0225763126983138
Catenibacterium	Country	NO	-0.738260416399701	0.286599015051736	511	50	0.0105818152557854	0.02280306667796
Clostridia_vadinBB60_group	Country	NO	0.686551870638245	0.267504048166347	511	120	0.0108663705669438	0.0232525132411524
RF39	Group	post_ltx	-0.600329085321504	0.2358729022683	511	73	0.0115308447590244	0.0245030451129269
UCG.010	Group	post_ltx	-0.618122630404451	0.246140717143862	511	110	0.0126585690062639	0.026713945627012
Roseburia	Group	post_ltx	0.912952009414358	0.364459168409496	511	479	0.0128897749992749	0.027015555820398
Butyricimonas	Country	NO	-0.868365762749138	0.34908593347768	511	247	0.0135285599818872	0.0281614922071937
Flavonifractor	Group	post_ltx	-0.845498830954851	0.343078653451849	511	437	0.0144056296120147	0.0295951146458946
Faecalitalea	Group	post_ltx	0.756837915987265	0.307124774297643	511	104	0.0144106930792101	0.0295951146458946
X.Eubacterium._eligens_group	Country	NO	0.91820878930662	0.374535053801019	511	277	0.0149206311520474	0.0304380875501767
UCG.010	Country	NO	0.596498239132342	0.24654150466151	511	110	0.0162708606685052	0.0328582701193608
f__Enterobacteriaceae.g__unassigned	Country	NO	1.16347886052127	0.481142490547892	511	144	0.0163217550919701	0.0328582701193608
Ligilactobacillus	Country	NO	-0.473992173912343	0.200356202165832	511	62	0.0187676389080307	0.0375352778160615
Lachnospiraceae_NK4A136_group	Country	NO	0.837229585392756	0.355778288280077	511	283	0.0193996738782369	0.0385296840753535
Akkermansia	Group	post_ltx	-1.25983535181099	0.535920681930545	511	213	0.0195166700381693	0.0385296840753535
Haemophilus	Country	NO	-0.780997469480246	0.333635603233587	511	367	0.0200435802368499	0.0393162535415132
Sellimonas	Group	post_ltx	0.85137403781777	0.364708352606901	511	188	0.0203759756714178	0.0397136850665851
Faecalibacterium	Country	NO	0.936001647312193	0.401534502616083	511	473	0.0205581970251748	0.0398152423398956
Tuzzerella	Group	post_ltx	0.870217869238307	0.38756605876205	511	134	0.0256256219265474	0.0493172346510912
