feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UCG.005	Group	pre_ltx	-3.12770938709662	0.691487579669026	274	149	1.47126379778839e-05	0.000114876220279537
Candidatus_Soleaferrea	Group	pre_ltx	-1.03749101758282	0.231741852215288	274	55	1.78576792738793e-05	0.000129662279945124
Haemophilus	Group	pre_ltx	2.46296484834929	0.554569925243788	274	198	2.00743467851153e-05	0.000139683996379761
Adlercreutzia	Group	pre_ltx	-2.03723186075882	0.474985879929294	274	98	3.69774733480432e-05	0.000247009521964929
Coprococcus	Group	pre_ltx	-1.853917180991	0.445236664226107	274	224	6.02667148095309e-05	0.000387097745122756
f__Oscillospiraceae.g__uncultured	Group	pre_ltx	-2.06053388314051	0.49725108996692	274	166	6.46736188866937e-05	0.000392874011789853
Family_XIII_AD3011_group	Group	pre_ltx	-2.34218153091339	0.566577145735678	274	148	6.58710917971011e-05	0.000392874011789853
Erysipelotrichaceae_UCG.003	Group	pre_ltx	-2.15107475149371	0.521747794774652	274	194	7.05085518709481e-05	0.000406032005601667
Caproiciproducens	Group	pre_ltx	-0.555396502768244	0.135102281374235	274	12	7.43730856633846e-05	0.000414010176859508
Odoribacter	Group	pre_ltx	-2.55835755074061	0.632476364688309	274	157	9.41667209898577e-05	0.00049143257516582
X.Clostridium._methylpentosum_group	Group	pre_ltx	-1.18401834209684	0.292187865905459	274	50	9.30319600234862e-05	0.00049143257516582
Phascolarctobacterium	Group	pre_ltx	-2.89623289450419	0.727725187343999	274	111	0.000120606254742241	0.000610340743695581
Anaerofilum	Group	pre_ltx	-0.763931285954556	0.19930514339931	274	30	0.000207857084123654	0.00102094508966618
Alistipes	Group	pre_ltx	-2.42365871145218	0.636674090906385	274	218	0.000225635612372312	0.00107660420760503
Izemoplasmatales	Group	pre_ltx	-0.800310833339922	0.211555863016765	274	13	0.000247986485654836	0.00111929035417183
RF39	Group	pre_ltx	-0.858628469222354	0.226845777383878	274	23	0.000246158583561078	0.00111929035417183
X.Eubacterium._coprostanoligenes_group	Group	pre_ltx	-2.11041216093784	0.568768689268679	274	145	0.000316984279978439	0.00139306249358946
Oscillibacter	Group	pre_ltx	-2.18922079880215	0.59861741999818	274	170	0.000383209659546022	0.00164092341395348
Muribaculaceae	Group	pre_ltx	-1.65280726210859	0.459342645799825	274	46	0.000473490406646935	0.00197682244775096
Merdibacter	Group	pre_ltx	-0.924296752132194	0.259397336091565	274	42	0.000534425030031446	0.00217680439061589
Angelakisella	Group	pre_ltx	-0.283382344873552	0.078069184218279	274	11	0.00058544310979265	0.00232783331750887
f__Lachnospiraceae.g__unassigned	Group	pre_ltx	-1.58033806514372	0.448104864443003	274	262	0.000603010870019624	0.00234192593705296
UCG.002	Group	pre_ltx	-2.5920726802387	0.750173765864738	274	196	0.000765978223142456	0.00290723552874523
GCA.900066575	Group	pre_ltx	-1.85226561752874	0.543724211273143	274	158	0.000903277882515207	0.00332656843226283
Ralstonia	Group	pre_ltx	0.988417342744174	0.291830720070157	274	43	0.000916300286731079	0.00332656843226283
Oscillospira	Group	pre_ltx	-1.58221968697683	0.466234732999056	274	127	0.000940640610952919	0.0033422762133859
o__Oscillospirales.f__uncultured.g__uncultured	Group	pre_ltx	-0.207374132242876	0.0609920776442685	274	6	0.0011047783516806	0.0038437080152221
UCG.010	Group	pre_ltx	-1.24364123396476	0.372629692591267	274	62	0.00113770716169782	0.00387749175517419
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	pre_ltx	-1.08936092394825	0.329344506892601	274	46	0.0012509930324458	0.00417831672836898
Enterorhabdus	Group	pre_ltx	-0.653074071988517	0.204130361557612	274	23	0.00176963983108366	0.00579470297629355
CAG.56	Group	pre_ltx	-2.28470394467257	0.7213679353137	274	134	0.00196622095569147	0.00631459422308606
Ruminococcus	Group	pre_ltx	-2.00510000119257	0.64303235361517	274	183	0.00228446924976774	0.00719823329643797
Bilophila	Group	pre_ltx	-1.91914898869022	0.622368951884858	274	147	0.00255217456405484	0.00789283615179924
Pseudoflavonifractor	Group	pre_ltx	-0.854320681441778	0.280793629790101	274	42	0.0029039927197355	0.00881757789446961
X.Eubacterium._ruminantium_group	Group	pre_ltx	-0.825202722804796	0.273690681470372	274	31	0.00315583422892452	0.0094111485041142
Parasediminibacterium	Group	pre_ltx	0.556117970367175	0.190969378530905	274	35	0.0041741724228241	0.0121831731363364
Burkholderia.Caballeronia.Paraburkholderia	Group	pre_ltx	0.735774704732932	0.253037373366491	274	50	0.00423128168806892	0.0121831731363364
X.Eubacterium._siraeum_group	Group	pre_ltx	-1.40156817134285	0.486645796105519	274	77	0.00473504167726169	0.013402575594961
Senegalimassilia	Group	pre_ltx	-1.32230782761878	0.461761624305467	274	82	0.00496078478923553	0.0138075176633722
Negativibacillus	Group	pre_ltx	-1.4230014742984	0.502262407785407	274	115	0.0054363024375581	0.0148829919192164
Slackia	Group	pre_ltx	-1.24154429591668	0.447038125119704	274	70	0.00638384926146621	0.0169222670899184
UC5.1.2E3	Group	pre_ltx	-0.753445050932037	0.270720460344247	274	29	0.00629428794136453	0.0169222670899184
Peptococcus	Group	pre_ltx	-1.06385684596372	0.385129293288396	274	56	0.00667124129290203	0.0174077702486662
Collinsella	Group	pre_ltx	-1.6120085377994	0.585950345138106	274	193	0.00689134337056119	0.0177054514289803
Incertae_Sedis	Group	pre_ltx	-0.989746133595398	0.362561545573246	274	240	0.00731744455151363	0.0185153521227693
Intestinibacter	Group	pre_ltx	1.80082043633886	0.680875781448632	274	189	0.00930149449371926	0.0231843220962853
Dielma	Group	pre_ltx	-0.645353332648801	0.246163952699983	274	37	0.00996987991589139	0.0244848521463803
Hungatella	Group	pre_ltx	1.88177221213628	0.725946549687427	274	131	0.0107226484357488	0.0259519172285515
Dialister	Group	pre_ltx	1.90215641326144	0.736284433753196	274	140	0.0110141253272744	0.0262765561379261
Flavonifractor	Group	pre_ltx	-1.51423131797132	0.596200483652564	274	191	0.0123975197056607	0.0291603632513428
Streptococcus	Group	pre_ltx	1.34386610696578	0.531367087700623	274	253	0.0127039893349063	0.0294661974851299
Anaerotruncus	Group	pre_ltx	-0.874840030245829	0.347857061869122	274	83	0.013224153635306	0.0302525158506316
Shuttleworthia	Group	pre_ltx	-0.365987489023001	0.14657654488206	274	10	0.0142558299815072	0.0321719406339418
Frisingicoccus	Group	pre_ltx	-0.722088556621455	0.29903216406591	274	30	0.0173451836792044	0.038621942325695
f__Christensenellaceae.g__unassigned	Group	pre_ltx	-1.08538614643335	0.453608693460598	274	53	0.0183242007803236	0.040265020135711
Paraprevotella	Group	pre_ltx	-1.23134515582769	0.516265296943586	274	85	0.018702185202118	0.0405618821916066
f__Barnesiellaceae.g__uncultured	Group	pre_ltx	-0.489280640655005	0.206273560162767	274	28	0.0193101992245633	0.0413436316731034
Romboutsia	Group	pre_ltx	-1.23889624463112	0.523762534064071	274	109	0.0196610308497512	0.0415619259735246
Phocea	Group	pre_ltx	-0.371154854089871	0.159809891622239	274	24	0.0219792410970679	0.0458816657901292
Lachnospiraceae_ND3007_group	Group	pre_ltx	-1.34490813387374	0.587138289447719	274	187	0.0237877256629717	0.0490438294532874
Monoglobus	Group	pre_ltx	-1.15073202224666	0.509343830898621	274	142	0.0256842931370832	0.0523082555352793
Parasutterella	Group	pre_ltx	-1.56336898501228	0.706018765236999	274	119	0.02876974351181	0.0578861104394249
Enterococcus	Group	pre_ltx	1.11815964444147	0.51486404743314	274	33	0.0319150998922749	0.0634502581191656
X.Eubacterium._hallii_group	Group	pre_ltx	-1.04561570491797	0.485159462304776	274	239	0.0331950100739507	0.0652184315570562
Agathobacter	Group	pre_ltx	-1.52783038365114	0.71892581624949	274	210	0.0357033831920649	0.0686456778019824
X.Ruminococcus._gnavus_group	Group	pre_ltx	1.84107360190368	0.866621716596689	274	171	0.0357615207710926	0.0686456778019824
Anaerofustis	Group	pre_ltx	-0.360731151126921	0.172468744999011	274	15	0.038646165622228	0.0733398824876372
f__Eggerthellaceae.g__uncultured	Group	pre_ltx	-1.04248960777619	0.500815188913626	274	86	0.0395670663349855	0.0742438211004784
Sutterella	Group	pre_ltx	-1.59343973583377	0.767724107056897	274	189	0.0401617162656173	0.0745222957373122
NK4A214_group	Group	pre_ltx	-1.28387110342174	0.623476000958021	274	129	0.0416864151106148	0.0765014431150843
Veillonellaceae	Group	pre_ltx	0.680721184306634	0.339235823860216	274	24	0.0470592314563199	0.0854227353609286
Allisonella	Group	pre_ltx	0.42824889002212	0.217219137262696	274	27	0.0508302229877343	0.0903047578611876
f__Christensenellaceae.g__uncultured	Group	pre_ltx	-0.417806635213148	0.211557242735292	274	25	0.0505907783246429	0.0903047578611876
Pseudomonas	Group	pre_ltx	0.869054665911945	0.448899294890517	274	109	0.0549674135555661	0.0966269269871531
Lachnospiraceae_NK4A136_group	Group	pre_ltx	-1.06546459155644	0.559931306694315	274	165	0.059529826243477	0.103557093569382
Dorea	Group	pre_ltx	-0.881805267123969	0.465587226562165	274	246	0.0607210972978201	0.104540445863257
X.Eubacterium._ventriosum_group	Group	pre_ltx	-0.896988542846795	0.483945045856673	274	143	0.0663252303373106	0.113023606799295
X.Ruminococcus._torques_group	Group	pre_ltx	-1.08138852671548	0.604954007087601	274	251	0.0764611683532106	0.128979950656426
Megasphaera	Group	pre_ltx	0.494604617231487	0.279348096944643	274	25	0.0791410708106497	0.132165588253785
Erysipelatoclostridium	Group	pre_ltx	-1.16237477919767	0.659793185491142	274	153	0.0806860612246528	0.133411606183337
Butyricicoccus	Group	pre_ltx	-0.836133241030369	0.486805060170606	274	238	0.0885388675619097	0.144960694929793
Paludicola	Group	pre_ltx	-0.488808095964065	0.288994496082909	274	47	0.0933306594171326	0.15132252546273
Desulfovibrio	Group	pre_ltx	-0.875765891791424	0.554653708707465	274	49	0.117037889268585	0.184389882149562
Klebsiella	Group	pre_ltx	0.854221956000758	0.539899683574157	274	31	0.116344918094157	0.184389882149562
Akkermansia	Group	pre_ltx	-1.30103940143829	0.822943359851806	274	125	0.116608871224741	0.184389882149562
Coprobacter	Group	pre_ltx	-0.796275868530313	0.507224435139893	274	97	0.119163527538197	0.185984197185784
Hydrogenoanaerobacterium	Group	pre_ltx	-0.225629294852399	0.144736878291366	274	16	0.121735624284339	0.188239344958191
Faecalibacterium	Group	pre_ltx	-0.85509250624373	0.552954602767432	274	262	0.124737204691308	0.19111113012338
Anaeroplasma	Group	pre_ltx	-0.33804129594327	0.223967306334921	274	17	0.133954247844023	0.203366903545016
Acidaminococcus	Group	pre_ltx	-0.388459296613623	0.260106228610859	274	18	0.138041327486235	0.207683799010821
f__Enterobacteriaceae.g__unassigned	Group	pre_ltx	0.669829254917314	0.459232100301651	274	42	0.147345861420684	0.219703204082627
UCG.008	Group	pre_ltx	-0.311723038359546	0.214918513412121	274	29	0.149603380604321	0.221095261601077
DTU089	Group	pre_ltx	-0.403702253504572	0.280112542825848	274	56	0.152246496852135	0.223027762932513
X.Eubacterium._eligens_group	Group	pre_ltx	-0.844627008854907	0.591704411660961	274	154	0.156133568648862	0.22673309534226
f__Erysipelotrichaceae.g__unassigned	Group	pre_ltx	-0.311480445091405	0.219716721217275	274	16	0.158892622183695	0.228750585385148
Tannerellaceae	Group	pre_ltx	-0.537252437985991	0.38233943502014	274	41	0.16263595878747	0.232138505277842
Limosilactobacillus	Group	pre_ltx	0.357830548588572	0.25636676762487	274	26	0.165429824648754	0.234125260307982
Actinobacillus	Group	pre_ltx	0.386878338448062	0.280920594525568	274	29	0.170960810066977	0.239919792278866
Eisenbergiella	Group	pre_ltx	0.71786291294829	0.523199800881193	274	120	0.172629355730842	0.240242520058755
Terrisporobacter	Group	pre_ltx	-0.412134007988456	0.301938897753392	274	29	0.175050883681683	0.241599153511083
Eggerthella	Group	pre_ltx	0.646959244727173	0.480465388101508	274	123	0.180718833327001	0.247377419390239
Prevotellaceae_NK3B31_group	Group	pre_ltx	-0.413990473496571	0.316813836808796	274	20	0.193901611555426	0.263264789672814
Bifidobacterium	Group	pre_ltx	0.880658831488654	0.6903069206266	274	222	0.204597595553219	0.2733423876591
f__Desulfovibrionaceae.g__uncultured	Group	pre_ltx	-0.301272704193074	0.235391290106234	274	32	0.203207955984291	0.2733423876591
Roseburia	Group	pre_ltx	0.821334532794697	0.658028086727893	274	253	0.214474651335534	0.284264022008208
Fusicatenibacter	Group	pre_ltx	-0.800359397533009	0.667791025447689	274	228	0.23316721501159	0.306605707928626
X.Eubacterium._brachy_group	Group	pre_ltx	-0.281039402432362	0.248191227619609	274	30	0.25978059672322	0.338932497287327
Gemella	Group	pre_ltx	0.364774047157548	0.326208166881743	274	64	0.265681117090923	0.343943771737861
Fournierella	Group	pre_ltx	-0.59718592602681	0.54268369142348	274	65	0.2734287725163	0.35125080777094
X.Eubacterium._fissicatena_group	Group	pre_ltx	-0.204026975630231	0.187395465252984	274	31	0.278410796027486	0.354920633103742
Blautia	Group	pre_ltx	0.40983860950521	0.385839639199639	274	266	0.290350555010175	0.367337444596207
Prevotella	Group	pre_ltx	0.595035925328344	0.562986348991113	274	40	0.292688526700155	0.367511157585909
UBA1819	Group	pre_ltx	-0.459441448690528	0.441411875759678	274	136	0.300059069196581	0.373954213103202
X.Eubacterium._xylanophilum_group	Group	pre_ltx	-0.369075398798383	0.367378396331669	274	79	0.317093309413771	0.39225616794148
Prevotella_9	Group	pre_ltx	-0.514967544688927	0.524402527201614	274	40	0.328143856621092	0.4029413533509
Clostridium_sensu_stricto_1	Group	pre_ltx	0.725642931077082	0.790345717432068	274	140	0.360451437503867	0.438699044406513
Lachnospira	Group	pre_ltx	0.573079571743786	0.626892055950783	274	198	0.362517773222148	0.438699044406513
X.Clostridium._innocuum_group	Group	pre_ltx	0.376324979863166	0.431050449081526	274	70	0.384371573812176	0.454547754779717
Anaerostipes	Group	pre_ltx	-0.449170057442209	0.51542858451254	274	254	0.38531264422015	0.454547754779717
UCG.003	Group	pre_ltx	-0.426300484266808	0.490124629823078	274	185	0.386211405622431	0.454547754779717
Alloprevotella	Group	pre_ltx	-0.442378465366	0.508901808279473	274	22	0.386501683704909	0.454547754779717
Fusobacterium	Group	pre_ltx	-0.432306162426471	0.526863155208869	274	83	0.413572552756373	0.482983330841359
Lachnospiraceae_UCG.001	Group	pre_ltx	-0.1834241229789	0.242578138910787	274	36	0.451030455714162	0.523070042390729
Sellimonas	Group	pre_ltx	0.404622040630312	0.555533183318355	274	71	0.467863106515161	0.53884923302091
Lachnospiraceae_UCG.003	Group	pre_ltx	-0.271728923256659	0.378941263389802	274	36	0.474760401246955	0.543047856220832
Prevotella_7	Group	pre_ltx	0.399839366153387	0.607760582177405	274	48	0.511905489653309	0.581552495048316
Tyzzerella	Group	pre_ltx	-0.227007104683782	0.366137540796715	274	48	0.536460577047237	0.605330515992491
Lachnospiraceae_UCG.004	Group	pre_ltx	-0.240993873287823	0.443800982484011	274	237	0.588154624747157	0.659206861293794
Rothia	Group	pre_ltx	-0.138211151837752	0.260129405890381	274	52	0.596075831549152	0.663631092458056
Actinomyces	Group	pre_ltx	0.202576370594284	0.401591658937903	274	73	0.614898021605536	0.67853938082641
Peptostreptococcus	Group	pre_ltx	0.130069614977998	0.259877490201559	274	30	0.617592729853978	0.67853938082641
Rikenellaceae_RC9_gut_group	Group	pre_ltx	0.06980716762431	0.1693135399392	274	20	0.680884238547854	0.743187371486873
o__Lactobacillales.f__unassigned.g__unassigned	Group	pre_ltx	-0.150227487711112	0.391338259005241	274	71	0.701760094751935	0.751243178356238
Lachnospiraceae_FCS020_group	Group	pre_ltx	-0.228105938287704	0.583442737872057	274	179	0.696535429463624	0.751243178356238
Tuzzerella	Group	pre_ltx	0.147449851459696	0.379644000273543	274	36	0.698445374553922	0.751243178356238
Defluviitaleaceae_UCG.011	Group	pre_ltx	-0.0474398096086462	0.128375686380021	274	17	0.71240426590977	0.757780333802112
Holdemanella	Group	pre_ltx	-0.18801121067314	0.525544748739662	274	61	0.721184733783564	0.762264876847184
CAG.352	Group	pre_ltx	-0.128174552446308	0.442702956885423	274	42	0.772697189989131	0.81157503602632
Parvimonas	Group	pre_ltx	0.0642186028599048	0.281499941949437	274	30	0.819925699530788	0.85579744888526
X.Ruminococcus._gauvreauii_group	Group	pre_ltx	-0.137881912755905	0.702524343113176	274	185	0.844744497966426	0.876225659381324
Escherichia.Shigella	Group	pre_ltx	-0.143169557145871	0.981405610840919	274	186	0.884266179789854	0.911558345832751
Turicibacter	Group	pre_ltx	0.0542771299364484	0.50151086940494	274	74	0.914005933823038	0.93214556465956
Howardella	Group	pre_ltx	0.0373821384012146	0.351153075212126	274	38	0.915400434755496	0.93214556465956
Bacteroides	Group	pre_ltx	0.0310485550498719	0.338880694819163	274	256	0.927153825225547	0.938392053410099
Lactococcus	Group	pre_ltx	-0.0220200316864461	0.266962413540853	274	18	0.934404402442937	0.940033344626329
Subdoligranulum	Group	pre_ltx	-0.0171286491937596	0.684045568978905	274	223	0.980065931264862	0.980065931264862
