2025-02-15 17:21:53.378917 INFO::Writing function arguments to log file
2025-02-15 17:21:53.383917 DEBUG::Function arguments
2025-02-15 17:21:53.385846 DEBUG::Output folder: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx
2025-02-15 17:21:53.387565 DEBUG::Min Abundance: 0.000000
2025-02-15 17:21:53.389221 DEBUG::Min Prevalence: 0.000000
2025-02-15 17:21:53.391329 DEBUG::Normalization: TSS
2025-02-15 17:21:53.393392 DEBUG::Transform: LOG
2025-02-15 17:21:53.395258 DEBUG::Analysis method: LM
2025-02-15 17:21:53.39701 DEBUG::Max significance: 0.050000
2025-02-15 17:21:53.398683 DEBUG::Random effects: Patient
2025-02-15 17:21:53.400375 DEBUG::Fixed effects: Group,Country
2025-02-15 17:21:53.402055 DEBUG::Correction method: BH
2025-02-15 17:21:53.404149 DEBUG::Standardize: TRUE
2025-02-15 17:21:53.405902 DEBUG::Cores: 1
2025-02-15 17:21:53.407905 INFO::Verifying options selected are valid
2025-02-15 17:21:53.412906 INFO::Determining format of input files
2025-02-15 17:21:53.417399 INFO::Input format is data samples as columns and metadata samples as rows
2025-02-15 17:21:53.433357 DEBUG::Transformed data so samples are rows
2025-02-15 17:21:53.436939 DEBUG::A total of 600 samples were found in both the data and metadata
2025-02-15 17:21:53.438621 DEBUG::Reordering data/metadata to use same sample ordering
2025-02-15 17:21:59.269135 INFO::Fitting model to feature number 33, Enterococcus
2025-02-15 17:21:59.46532 INFO::Fitting model to feature number 34, Lactobacillus
2025-02-15 17:21:59.669766 INFO::Fitting model to feature number 35, Ligilactobacillus
2025-02-15 17:21:59.8718 INFO::Fitting model to feature number 36, Streptococcus
2025-02-15 17:22:00.081907 INFO::Fitting model to feature number 37, o__Lactobacillales.f__unassigned.g__unassigned
2025-02-15 17:22:00.277139 INFO::Fitting model to feature number 38, Gemella
2025-02-15 17:22:00.443502 INFO::Fitting model to feature number 39, Staphylococcus
2025-02-15 17:22:00.628906 INFO::Fitting model to feature number 40, Christensenellaceae_R.7_group
2025-02-15 17:22:00.839727 INFO::Fitting model to feature number 41, Clostridia_UCG.014
2025-02-15 17:22:01.036679 INFO::Fitting model to feature number 42, Clostridia_vadinBB60_group
2025-02-15 17:22:01.24049 INFO::Fitting model to feature number 43, Clostridium_sensu_stricto_1
2025-02-15 17:22:01.436581 INFO::Fitting model to feature number 44, Agathobacter
2025-02-15 17:22:01.646336 INFO::Fitting model to feature number 45, Anaerostipes
2025-02-15 17:22:01.854463 INFO::Fitting model to feature number 46, Blautia
2025-02-15 17:22:02.063066 INFO::Fitting model to feature number 47, CAG.56
2025-02-15 17:22:02.26501 INFO::Fitting model to feature number 48, Coprococcus
2025-02-15 17:22:02.476861 INFO::Fitting model to feature number 49, Dorea
2025-02-15 17:22:02.685579 INFO::Fitting model to feature number 50, Eisenbergiella
2025-02-15 17:22:02.930827 INFO::Fitting model to feature number 51, Fusicatenibacter
2025-02-15 17:22:03.177687 INFO::Fitting model to feature number 52, GCA.900066575
2025-02-15 17:22:03.404306 INFO::Fitting model to feature number 53, Hungatella
2025-02-15 17:22:03.620269 INFO::Fitting model to feature number 54, Lachnoclostridium
2025-02-15 17:22:03.833338 INFO::Fitting model to feature number 55, Lachnospira
2025-02-15 17:22:04.238507 INFO::Fitting model to feature number 56, Lachnospiraceae_FCS020_group
2025-02-15 17:22:04.473839 INFO::Fitting model to feature number 57, Lachnospiraceae_ND3007_group
2025-02-15 17:22:04.695512 INFO::Fitting model to feature number 58, Lachnospiraceae_NK4A136_group
2025-02-15 17:22:04.898675 INFO::Fitting model to feature number 59, Lachnospiraceae_UCG.004
2025-02-15 17:22:05.081952 INFO::Fitting model to feature number 60, Lachnospiraceae_UCG.010
2025-02-15 17:22:05.252879 INFO::Fitting model to feature number 61, Marvinbryantia
2025-02-15 17:22:05.449515 INFO::Fitting model to feature number 62, Roseburia
2025-02-15 17:22:05.654458 INFO::Fitting model to feature number 63, Sellimonas
2025-02-15 17:22:05.865295 INFO::Fitting model to feature number 64, Tuzzerella
2025-02-15 17:22:06.054298 INFO::Fitting model to feature number 65, X.Eubacterium._eligens_group
2025-02-15 17:22:06.263039 INFO::Fitting model to feature number 66, X.Eubacterium._hallii_group
2025-02-15 17:22:06.475163 INFO::Fitting model to feature number 67, X.Eubacterium._ventriosum_group
2025-02-15 17:22:06.683466 INFO::Fitting model to feature number 68, X.Eubacterium._xylanophilum_group
2025-02-15 17:22:06.898851 INFO::Fitting model to feature number 69, X.Ruminococcus._gauvreauii_group
2025-02-15 17:22:07.104847 INFO::Fitting model to feature number 70, X.Ruminococcus._gnavus_group
2025-02-15 17:22:07.312854 INFO::Fitting model to feature number 71, X.Ruminococcus._torques_group
2025-02-15 17:22:07.520847 INFO::Fitting model to feature number 72, f__Lachnospiraceae.g__unassigned
2025-02-15 17:22:07.707465 INFO::Fitting model to feature number 73, Monoglobus
2025-02-15 17:22:07.851222 INFO::Fitting model to feature number 74, Butyricicoccus
2025-02-15 17:22:08.025821 INFO::Fitting model to feature number 75, Colidextribacter
2025-02-15 17:22:08.1666 INFO::Fitting model to feature number 76, Flavonifractor
2025-02-15 17:22:08.330228 INFO::Fitting model to feature number 77, Intestinimonas
2025-02-15 17:22:08.466992 INFO::Fitting model to feature number 78, NK4A214_group
2025-02-15 17:22:08.626442 INFO::Fitting model to feature number 79, Oscillibacter
2025-02-15 17:22:08.773394 INFO::Fitting model to feature number 80, Oscillospira
2025-02-15 17:22:08.921482 INFO::Fitting model to feature number 81, UCG.002
2025-02-15 17:22:09.102753 INFO::Fitting model to feature number 82, UCG.003
2025-02-15 17:22:09.267102 INFO::Fitting model to feature number 83, UCG.005
2025-02-15 17:22:09.424585 INFO::Fitting model to feature number 84, f__Oscillospiraceae.g__unassigned
2025-02-15 17:22:09.55818 INFO::Fitting model to feature number 85, f__Oscillospiraceae.g__uncultured
2025-02-15 17:22:09.698277 INFO::Fitting model to feature number 86, Anaerotruncus
2025-02-15 17:22:09.838314 INFO::Fitting model to feature number 87, Candidatus_Soleaferrea
2025-02-15 17:22:09.969305 INFO::Fitting model to feature number 88, DTU089
2025-02-15 17:22:10.127919 INFO::Fitting model to feature number 89, Faecalibacterium
2025-02-15 17:22:10.303223 INFO::Fitting model to feature number 90, Fournierella
2025-02-15 17:22:10.443878 INFO::Fitting model to feature number 91, Incertae_Sedis
2025-02-15 17:22:10.755906 INFO::Fitting model to feature number 92, Negativibacillus
2025-02-15 17:22:10.943205 INFO::Fitting model to feature number 93, Ruminococcus
2025-02-15 17:22:11.112826 INFO::Fitting model to feature number 94, Subdoligranulum
2025-02-15 17:22:11.259459 INFO::Fitting model to feature number 95, UBA1819
2025-02-15 17:22:11.436689 INFO::Fitting model to feature number 96, X.Eubacterium._siraeum_group
2025-02-15 17:22:11.594492 INFO::Fitting model to feature number 97, f__Ruminococcaceae.g__unassigned
2025-02-15 17:22:11.71478 INFO::Fitting model to feature number 98, f__Ruminococcaceae.g__uncultured
2025-02-15 17:22:11.851824 INFO::Fitting model to feature number 99, UCG.010
2025-02-15 17:22:11.97406 INFO::Fitting model to feature number 100, X.Eubacterium._coprostanoligenes_group
2025-02-15 17:22:12.142026 INFO::Fitting model to feature number 101, Peptococcus
2025-02-15 17:22:12.269775 INFO::Fitting model to feature number 102, Family_XIII_AD3011_group
2025-02-15 17:22:12.407747 INFO::Fitting model to feature number 103, Intestinibacter
2025-02-15 17:22:12.528473 INFO::Fitting model to feature number 104, Romboutsia
2025-02-15 17:22:12.670844 INFO::Fitting model to feature number 105, Acidaminococcus
2025-02-15 17:22:12.826231 INFO::Fitting model to feature number 106, Phascolarctobacterium
2025-02-15 17:22:12.962385 INFO::Fitting model to feature number 107, Dialister
2025-02-15 17:22:13.105063 INFO::Fitting model to feature number 108, Megasphaera
2025-02-15 17:22:13.232306 INFO::Fitting model to feature number 109, Veillonella
2025-02-15 17:22:13.353431 INFO::Fitting model to feature number 110, Fusobacterium
2025-02-15 17:22:13.485872 INFO::Fitting model to feature number 111, o__Rhodospirillales.f__uncultured.g__uncultured
2025-02-15 17:22:13.611292 INFO::Fitting model to feature number 112, Sphingobium
2025-02-15 17:22:13.736315 INFO::Fitting model to feature number 113, Parasutterella
2025-02-15 17:22:13.860192 INFO::Fitting model to feature number 114, Sutterella
2025-02-15 17:22:14.017128 INFO::Fitting model to feature number 115, Escherichia.Shigella
2025-02-15 17:22:14.147043 INFO::Fitting model to feature number 116, Klebsiella
2025-02-15 17:22:14.289583 INFO::Fitting model to feature number 117, f__Enterobacteriaceae.g__unassigned
2025-02-15 17:22:14.446128 INFO::Fitting model to feature number 118, Haemophilus
2025-02-15 17:22:14.589402 INFO::Fitting model to feature number 119, Pseudomonas
2025-02-15 17:22:14.770006 INFO::Fitting model to feature number 120, Akkermansia
2025-02-15 17:22:14.904554 INFO::Fitting model to feature number 121, Muribaculaceae
2025-02-15 17:22:15.04643 INFO::Fitting model to feature number 122, Prevotella
2025-02-15 17:22:15.178904 INFO::Fitting model to feature number 123, Tannerellaceae
2025-02-15 17:22:15.305638 INFO::Fitting model to feature number 124, f__Christensenellaceae.g__unassigned
2025-02-15 17:22:15.459455 INFO::Fitting model to feature number 125, Howardella
2025-02-15 17:22:15.580601 INFO::Fitting model to feature number 126, Tyzzerella
2025-02-15 17:22:15.884811 INFO::Fitting model to feature number 127, CAG.352
2025-02-15 17:22:16.009856 INFO::Fitting model to feature number 128, Family_XIII_UCG.001
2025-02-15 17:22:16.141176 INFO::Fitting model to feature number 129, Veillonellaceae
2025-02-15 17:22:16.281831 INFO::Fitting model to feature number 130, Ralstonia
2025-02-15 17:22:16.469865 INFO::Counting total values for each feature
2025-02-15 17:22:16.497572 INFO::Writing filtered data to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/features/filtered_data.tsv
2025-02-15 17:22:16.837993 INFO::Writing filtered, normalized data to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/features/filtered_data_norm.tsv
2025-02-15 17:22:17.25397 INFO::Writing filtered, normalized, transformed data to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/features/filtered_data_norm_transformed.tsv
2025-02-15 17:22:17.822223 WARNING::Deleting existing residuals file: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/residuals.rds
2025-02-15 17:22:17.827984 INFO::Writing residuals to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/residuals.rds
2025-02-15 17:22:17.902908 WARNING::Deleting existing fitted file: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/fitted.rds
2025-02-15 17:22:17.908975 INFO::Writing fitted values to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/fitted.rds
2025-02-15 17:22:17.948968 WARNING::Deleting existing ranef file: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/ranef.rds
2025-02-15 17:22:17.954659 INFO::Writing extracted random effects to file ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/fits/ranef.rds
2025-02-15 17:22:17.978315 INFO::Writing all results to file (ordered by increasing q-values): ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/all_results.tsv
2025-02-15 17:22:17.996907 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.050000 ) to file (ordered by increasing q-values): ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/significant_results.tsv
2025-02-15 17:22:18.00878 INFO::Writing heatmap of significant results to file: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx/heatmap.pdf
2025-02-15 17:22:18.208148 INFO::Writing association plots (one for each significant association) to output folder: ../intermediate_files/maaslin/Q1/genus/pre_ltx vs Grouppost_ltx
2025-02-15 17:22:18.222676 INFO::Plotting associations from most to least significant, grouped by metadata
2025-02-15 17:22:18.229593 INFO::Plotting data for metadata number 1, Country
2025-02-15 17:22:18.239966 INFO::Creating boxplot for categorical data, Country vs Actinomyces
2025-02-15 17:22:18.680944 INFO::Creating boxplot for categorical data, Country vs Sphingobium
2025-02-15 17:22:19.064208 INFO::Creating boxplot for categorical data, Country vs X.Clostridium._innocuum_group
2025-02-15 17:22:19.408751 INFO::Creating boxplot for categorical data, Country vs Rothia
2025-02-15 17:22:19.77087 INFO::Creating boxplot for categorical data, Country vs Collinsella
2025-02-15 17:22:20.1209 INFO::Creating boxplot for categorical data, Country vs Corynebacterium
2025-02-15 17:22:20.465153 INFO::Creating boxplot for categorical data, Country vs Bifidobacterium
2025-02-15 17:22:20.828665 INFO::Creating boxplot for categorical data, Country vs Acidaminococcus
2025-02-15 17:22:21.202577 INFO::Creating boxplot for categorical data, Country vs Streptococcus
2025-02-15 17:22:21.561055 INFO::Creating boxplot for categorical data, Country vs o__Lactobacillales.f__unassigned.g__unassigned
2025-02-15 17:22:22.065777 INFO::Creating boxplot for categorical data, Country vs CAG.56
2025-02-15 17:22:22.419909 INFO::Creating boxplot for categorical data, Country vs Slackia
2025-02-15 17:22:22.795719 INFO::Creating boxplot for categorical data, Country vs Lachnospiraceae_UCG.004
2025-02-15 17:22:23.145513 INFO::Creating boxplot for categorical data, Country vs Gemella
2025-02-15 17:22:23.49207 INFO::Creating boxplot for categorical data, Country vs Romboutsia
2025-02-15 17:22:23.856371 INFO::Creating boxplot for categorical data, Country vs Senegalimassilia
2025-02-15 17:22:24.209829 INFO::Creating boxplot for categorical data, Country vs Faecalibacterium
2025-02-15 17:22:24.56246 INFO::Creating boxplot for categorical data, Country vs Eisenbergiella
2025-02-15 17:22:24.958493 INFO::Creating boxplot for categorical data, Country vs Lachnospiraceae_FCS020_group
2025-02-15 17:22:25.31905 INFO::Creating boxplot for categorical data, Country vs Lachnospira
2025-02-15 17:22:25.664875 INFO::Creating boxplot for categorical data, Country vs Family_XIII_UCG.001
2025-02-15 17:22:26.048171 INFO::Creating boxplot for categorical data, Country vs Adlercreutzia
2025-02-15 17:22:26.529329 INFO::Creating boxplot for categorical data, Country vs f__Desulfovibrionaceae.g__uncultured
2025-02-15 17:22:26.920411 INFO::Creating boxplot for categorical data, Country vs X.Eubacterium._coprostanoligenes_group
2025-02-15 17:22:27.262325 INFO::Creating boxplot for categorical data, Country vs Roseburia
2025-02-15 17:22:27.627739 INFO::Creating boxplot for categorical data, Country vs Megasphaera
2025-02-15 17:22:27.999886 INFO::Creating boxplot for categorical data, Country vs Lactobacillus
2025-02-15 17:22:33.03931 INFO::Plotting data for metadata number 2, Group
2025-02-15 17:22:33.050315 INFO::Creating boxplot for categorical data, Group vs Escherichia.Shigella
2025-02-15 17:22:33.411469 INFO::Creating boxplot for categorical data, Group vs Fusobacterium
2025-02-15 17:22:33.754294 INFO::Creating boxplot for categorical data, Group vs Ralstonia
2025-02-15 17:22:34.140302 INFO::Creating boxplot for categorical data, Group vs Sphingobium
2025-02-15 17:22:34.485876 INFO::Creating boxplot for categorical data, Group vs Dorea
2025-02-15 17:22:34.845124 INFO::Creating boxplot for categorical data, Group vs Incertae_Sedis
2025-02-15 17:22:35.214036 INFO::Creating boxplot for categorical data, Group vs Clostridia_UCG.014
