feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridia_UCG.014	Group	non-rPSC	-2.47443318735232	0.447387759494011	424	190	9.42810202379822e-08	1.42768402074659e-06
Lachnospiraceae_UCG.010	Group	non-rPSC	-2.37988915919136	0.431951659495889	424	317	1.04888238432207e-07	1.51611181006553e-06
Butyricimonas	Group	non-rPSC	-1.88048977061375	0.342903774156942	424	220	1.19201924487109e-07	1.64809617334351e-06
Oscillibacter	Group	non-rPSC	-2.06044805918925	0.389001827093919	424	316	2.96450211202902e-07	3.77084668650092e-06
f__Peptococcaceae.g__uncultured	Country	NO	1.0339135236413	0.19494280464754	424	59	2.90622544903387e-07	3.77084668650092e-06
Alistipes	Group	non-rPSC	-2.10604579867612	0.400163691918601	424	371	3.46545952798276e-07	4.23852357653276e-06
Escherichia.Shigella	Group	non-rPSC	3.00895774366221	0.574411119233113	424	300	3.95267416682847e-07	4.65537179648686e-06
Streptococcus	Group	non-rPSC	1.70218746974242	0.330940596248855	424	407	6.09925268852457e-07	6.92700841053862e-06
Family_XIII_AD3011_group	Group	non-rPSC	-2.0761926112638	0.414304149352905	424	239	1.13846313077019e-06	1.24838370891351e-05
f__Lachnospiraceae.g__unassigned	Group	non-rPSC	-1.23207376045112	0.246318277437261	424	417	1.20119448071374e-06	1.27326614955656e-05
Gemella	Country	NO	-1.3296710666373	0.266954329536007	424	168	1.40696973192717e-06	1.44327862823496e-05
GCA.900066575	Group	non-rPSC	-1.70066553909004	0.3447030429506	424	250	1.63766559411615e-06	1.62743018415293e-05
UCG.005	Group	non-rPSC	-2.08028520869237	0.425188390760659	424	247	1.98108660331555e-06	1.90904709046771e-05
Enterococcus	Group	non-rPSC	1.75265260229225	0.36182663005236	424	99	2.48749803885698e-06	2.32654228340153e-05
Dialister	Group	non-rPSC	2.05189214680751	0.424444665057313	424	193	2.57602608296926e-06	2.34050369824064e-05
Corynebacterium	Country	NO	-0.829391790422742	0.169838741409398	424	83	2.67108158022248e-06	2.35945539586319e-05
Coprobacter	Country	NO	-2.19808740032492	0.459223048599128	424	208	3.21511590936734e-06	2.76326178156436e-05
Gordonibacter	Country	NO	-1.01180238172209	0.215798086708633	424	91	5.0601201884634e-06	4.23452163139832e-05
Streptococcus	Country	NO	-1.58758442192444	0.340911817740251	424	407	5.70514866330931e-06	4.65189044854452e-05
Rothia	Country	NO	-1.37687738846041	0.297611937242627	424	186	6.65305600371495e-06	5.28917952295339e-05
Holdemania	Group	non-rPSC	-1.1538674370196	0.25535045002238	424	176	1.05398430455421e-05	8.17480509385945e-05
X.Eubacterium._brachy_group	Country	NO	-1.07470231644055	0.241417221198175	424	106	1.41214294334247e-05	0.000106919394281644
Lachnospiraceae_UCG.003	Country	NO	0.939087481248659	0.213087891124894	424	47	1.6698595907461e-05	0.000123491941827269
Erysipelatoclostridium	Country	NO	1.81911260175519	0.41544795435575	424	202	1.89750765019006e-05	0.0001371380529001
f__Eggerthellaceae.g__uncultured	Group	non-rPSC	-1.19975074991726	0.277060667278979	424	108	2.30899222446457e-05	0.000163168783862163
TM7x	Country	NO	-0.727759763669412	0.1679864657088	424	60	2.44636500287787e-05	0.000169118276285905
Marvinbryantia	Group	non-rPSC	-1.3027548468875	0.30290779070452	424	290	2.59613809050777e-05	0.000175653598464143
Family_XIII_UCG.001	Country	NO	0.959680915204628	0.223612708396631	424	145	2.72788281377228e-05	0.000180722236412414
f__Peptococcaceae.g__uncultured	Group	non-rPSC	-0.802040577635703	0.188684235357822	424	59	3.21382314826282e-05	0.000205020141260706
Phascolarctobacterium	Group	non-rPSC	-2.25995727580535	0.531795049727711	424	224	3.22358712674066e-05	0.000205020141260706
Marvinbryantia	Country	NO	1.3137329343822	0.312345557520744	424	290	3.85772832576287e-05	0.000240540707371096
Coprococcus	Group	non-rPSC	-1.7958778537292	0.429598976886192	424	374	4.27663558438694e-05	0.000261532714583663
Mogibacterium	Country	NO	-1.10091287137704	0.267511009836526	424	78	5.61021389590568e-05	0.000336612833754341
UCG.002	Group	non-rPSC	-2.09663680005322	0.516161693100142	424	305	6.8642041246735e-05	0.000404225354008551
Senegalimassilia	Country	NO	-1.94449791895196	0.480127710751893	424	178	7.22416994530897e-05	0.000415739395170182
o__Lactobacillales.f__unassigned.g__unassigned	Country	NO	-1.19772346876665	0.295756215748734	424	190	7.32119689607868e-05	0.000415739395170182
CAG.56	Group	non-rPSC	-1.86997130210546	0.46353864267582	424	237	7.68663849980871e-05	0.000428833516305118
Megasphaera	Country	NO	-1.31188013289415	0.325613970170561	424	80	7.88492594929809e-05	0.000432311457220137
X.Clostridium._innocuum_group	Group	non-rPSC	1.31201138254007	0.327747093494636	424	212	8.65286286645432e-05	0.000466374642632623
Atopobium	Country	NO	-0.787053166652914	0.198344779157928	424	89	0.000102234347294622	0.000541842040661495
Lachnospiraceae_UCG.004	Group	non-rPSC	-1.54146845723981	0.393562483152951	424	347	0.000121425841259982	0.000628443102011963
Staphylococcus	Country	NO	-0.614956289192357	0.156219371698156	424	73	0.000122526642530634	0.000628443102011963
f__Oscillospiraceae.g__uncultured	Group	non-rPSC	-1.5221594407076	0.392558245881056	424	300	0.000141054434259322	0.000711989049118482
Clostridium_sensu_stricto_1	Group	non-rPSC	2.03035886048449	0.525786584917829	424	231	0.000150179302405112	0.0007462034088254
Acidaminococcus	Country	NO	-1.39297997575088	0.361580503994632	424	89	0.000155679398740835	0.000761631519993625
CAG.56	Country	NO	1.82300716367445	0.479382399076927	424	237	0.000187989757741554	0.000899227417632611
Lactobacillus	Group	non-rPSC	0.888461087240205	0.233709880605173	424	61	0.000189459864721336	0.000899227417632611
UCG.009	Group	non-rPSC	-0.668343282625247	0.176356008741845	424	68	0.000198446020567812	0.000928026978537707
Escherichia.Shigella	Country	NO	2.24328507977462	0.593561407015773	424	300	0.000205615712918492	0.000947620242146093
Holdemanella	Country	NO	-1.70809497640969	0.453278097601269	424	106	0.00021388766751192	0.000949372602244959
Christensenellaceae_R.7_group	Country	NO	1.92797622720462	0.511828371084898	424	257	0.000214952287300745	0.000949372602244959
Lachnospiraceae_NK4A136_group	Group	non-rPSC	-1.3789068380691	0.365420867705636	424	257	0.000209437322752911	0.000949372602244959
f__Desulfovibrionaceae.g__uncultured	Country	NO	-1.04363640320699	0.279971296102948	424	90	0.000250087280739596	0.00108942130513961
Corynebacterium	Group	non-rPSC	0.629661840936699	0.169197094428686	424	83	0.000266902682192686	0.00114696017482803
Peptostreptococcus	Country	NO	-0.931356227130242	0.253618938227654	424	71	0.000307901044411237	0.00130550042830365
Erysipelotrichaceae_UCG.003	Group	non-rPSC	-1.79309035474298	0.493077230666746	424	308	0.000348081282470961	0.00145644536612849
Clostridia_vadinBB60_group	Group	non-rPSC	-1.03444413553168	0.286876982509739	424	107	0.00038830412172195	0.00160364559360494
Pseudomonas	Group	non-rPSC	1.03763533660837	0.288836231136126	424	103	0.000408599236718615	0.00166582765739128
Barnesiella	Group	non-rPSC	-1.77783615421814	0.497123066984443	424	271	0.000432905988974513	0.00174258360118855
Slackia	Country	NO	-1.55412869615883	0.435115672629254	424	182	0.000440376929053202	0.00175049829298648
Enterorhabdus	Group	non-rPSC	-0.849126250679882	0.239467533727905	424	79	0.000483341776684194	0.00189756401216758
Negativibacillus	Group	non-rPSC	-1.23858219109234	0.351558980415857	424	207	0.000524352843068674	0.00203346590360778
Klebsiella	Group	non-rPSC	1.20619318674496	0.347198962224323	424	75	0.000622577408331763	0.00238529657650001
Allisonella	Country	NO	-0.658432379895719	0.189984737129584	424	65	0.000642601352379155	0.00243270511972109
CAG.352	Group	non-rPSC	-1.06624136663809	0.308854677933754	424	62	0.000673327594300108	0.00251903735279334
Lactobacillus	Country	NO	-0.829772870214815	0.240736575221985	424	61	0.000690488714164593	0.00255320245470163
Flavonifractor	Country	NO	-1.22105767369115	0.360162368716521	424	366	0.000839466209295286	0.0030683937305276
Muribaculaceae	Group	non-rPSC	-0.912641082582425	0.271539122885332	424	71	0.000923622485450822	0.00333763579969729
Fusobacterium	Group	non-rPSC	1.50897359422332	0.454464071283322	424	165	0.00105805108542367	0.00378045219286212
Paraprevotella	Group	non-rPSC	-1.52277449043234	0.45931968464979	424	123	0.00107930865195806	0.00381355723691847
Fusicatenibacter	Group	non-rPSC	-1.25755148881865	0.379797264154205	424	367	0.00109332754266059	0.00382063910512162
f__Barnesiellaceae.g__uncultured	Group	non-rPSC	-0.48984542380456	0.148870012942382	424	48	0.00117354304700087	0.00405637705376386
Faecalitalea	Country	NO	-1.05566010376783	0.323543536980741	424	83	0.00129028456620421	0.0044119407747628
Candidatus_Soleaferrea	Group	non-rPSC	-0.612258309855375	0.188213594990744	424	126	0.00133791519100493	0.00452613862488902
Actinomyces	Group	non-rPSC	1.02776470577995	0.316963935754148	424	249	0.00137912158071415	0.00459405203716443
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	non-rPSC	-0.831995342926916	0.256725672484791	424	84	0.00138688363386096	0.00459405203716443
Adlercreutzia	Group	non-rPSC	-1.20951495585119	0.374811071792198	424	182	0.00145394085333385	0.00476652774598108
X.Eubacterium._siraeum_group	Country	NO	1.11879841848145	0.347568143121612	424	106	0.00149292852553507	0.00484440072571583
f__Christensenellaceae.g__unassigned	Group	non-rPSC	-1.02425818164957	0.321829329158032	424	97	0.0016825789712981	0.00540464760477572
Lachnospiraceae_UCG.004	Country	NO	1.28702258909081	0.406594931550075	424	347	0.00178125013306444	0.00566437542314492
Coprobacter	Group	non-rPSC	-1.40010937082628	0.444109068236464	424	208	0.00185583550415742	0.00584312564675307
X.Eubacterium._hallii_group	Country	NO	-0.946807659756368	0.304161832410162	424	392	0.00211351428932443	0.0065891916078938
Dielma	Group	non-rPSC	-0.760437276170993	0.247760662368849	424	59	0.00243374134896101	0.0075138810579573
Lachnospira	Country	NO	1.23491720102224	0.404448909766941	424	295	0.00255950228412469	0.00782617044568895
Gordonibacter	Group	non-rPSC	-0.629354286137171	0.209212516802154	424	91	0.00295754885971379	0.0089571479751332
Eggerthella	Country	NO	-1.17730438668917	0.391817718648211	424	221	0.00298624789098448	0.00895874367295344
Lactococcus	Country	NO	-0.607325004467569	0.202506015779752	424	57	0.0030432971517047	0.00904456536674855
Paludicola	Group	non-rPSC	-0.462517678061482	0.155987842833301	424	63	0.0033941792367983	0.00999397219723943
X.Ruminococcus._torques_group	Country	NO	-1.11938777216212	0.381779924110292	424	412	0.00374379061993054	0.0109222515333753
Roseburia	Group	non-rPSC	1.06013758147506	0.363569034738737	424	403	0.00393432205674613	0.0113737674004115
Faecalibacterium	Group	non-rPSC	-1.10835434787157	0.384217201778072	424	401	0.00432814367798488	0.0123995467531459
Flavonifractor	Group	non-rPSC	-1.00560512492834	0.349368740104265	424	366	0.00441959317891724	0.0124374392114662
Parasutterella	Group	non-rPSC	-1.42935125280847	0.496224078605582	424	217	0.00438443275268606	0.0124374392114662
X.Ruminococcus._gnavus_group	Group	non-rPSC	1.79557942503079	0.628773010487819	424	271	0.00472689598313419	0.0131855519529533
Enterorhabdus	Country	NO	-0.704449719792188	0.247069988390036	424	79	0.00480035100226436	0.0132740140758267
X.Eubacterium._eligens_group	Country	NO	1.11861931981166	0.396329674967458	424	235	0.0052294736325004	0.0142539329075975
Sutterella	Group	non-rPSC	-1.48728307613631	0.527158350240153	424	309	0.00524437154147457	0.0142539329075975
Lachnospiraceae_FCS020_group	Group	non-rPSC	-0.933766948576224	0.332986252446743	424	294	0.00551894608839245	0.014873092000922
Eisenbergiella	Country	NO	0.748329337838164	0.27043678056358	424	114	0.00616449488240285	0.0164731880050765
Pseudoflavonifractor	Group	non-rPSC	-0.51025220684856	0.1847996375564	424	70	0.00627979479449061	0.0165039235094877
Allisonella	Group	non-rPSC	0.50950355736832	0.184506758608826	424	65	0.00625951414060313	0.0165039235094877
Faecalibacterium	Country	NO	1.06556207778179	0.397368647770559	424	401	0.00791578608692463	0.0206329506200167
Hungatella	Group	non-rPSC	0.832217586796576	0.312886788024417	424	151	0.00842361103234635	0.0217781163275296
Hungatella	Country	NO	0.855747656318522	0.322468771482555	424	151	0.00858291713282918	0.0220110294212877
Romboutsia	Country	NO	-1.20735834846106	0.455588595612991	424	175	0.00866968527871274	0.0220556793490452
Tannerellaceae	Group	non-rPSC	-0.482378545493394	0.185111295171555	424	44	0.00982531172899349	0.0247972153160312
Prevotellaceae_NK3B31_group	Group	non-rPSC	-0.569799494849974	0.219131105360625	424	33	0.00998966763198656	0.0248180805232166
Ruminococcus	Group	non-rPSC	-1.22907317341649	0.472384900359474	424	275	0.00993208334882863	0.0248180805232166
Gemella	Group	non-rPSC	0.663249731935641	0.262505828755343	424	168	0.0122624828658104	0.0302284461343233
Lachnospiraceae_ND3007_group	Group	non-rPSC	-0.989105097909943	0.392549497286895	424	305	0.0124950227039396	0.0305647478450214
Oscillibacter	Country	NO	-1.00032382005345	0.40102464937627	424	316	0.0134002025356591	0.0323776669183108
f__Ruminococcaceae.g__unassigned	Group	non-rPSC	-0.774907907826938	0.310805123678275	424	135	0.0134397862679781	0.0323776669183108
UCG.003	Group	non-rPSC	-0.860745268696155	0.348125557023312	424	283	0.0142078244626588	0.0339705878129737
X.Eubacterium._xylanophilum_group	Country	NO	0.587092226215426	0.239003922267957	424	96	0.0148542592626276	0.0352511525784745
Bacteroides	Group	non-rPSC	-0.58096162750854	0.237216420928785	424	409	0.0151401592958245	0.0356634863412755
Butyricimonas	Country	NO	-0.864537468965159	0.354174520631054	424	220	0.0154859604241272	0.0359455139771711
Staphylococcus	Group	non-rPSC	0.382515432893288	0.156514140982703	424	73	0.0154194164695635	0.0359455139771711
Bacteroides	Country	NO	-0.590145185044692	0.245294084202257	424	409	0.0170026882727243	0.0386203919337596
UCG.010	Country	NO	0.659857704294298	0.274205276839145	424	98	0.0169828796904455	0.0386203919337596
Ligilactobacillus	Group	non-rPSC	0.442145789861132	0.183792465624856	424	46	0.0169992661269852	0.0386203919337596
RF39	Group	non-rPSC	-0.592554476097115	0.248178364026809	424	62	0.0178494966211526	0.040256311528557
Catenibacterium	Country	NO	-0.697082923863271	0.292717961054237	424	47	0.0181460346012256	0.0406368943886601
Lachnospira	Group	non-rPSC	0.930117818162382	0.391645724383707	424	295	0.0184562607550889	0.0410425938469808
Clostridia_vadinBB60_group	Country	NO	0.701353214015002	0.29602279393636	424	107	0.0187384006834714	0.0413806348426661
f__Ruminococcaceae.g__uncultured	Country	NO	0.749826308801116	0.317916506295157	424	265	0.0192721069561946	0.0422657242211716
Bilophila	Group	non-rPSC	-0.951416873123586	0.408596985549153	424	292	0.0208357353246635	0.0453819440633081
Akkermansia	Group	non-rPSC	-1.29801208695705	0.558347689195508	424	183	0.0210431272268207	0.0455218670621019
Megamonas	Country	NO	-0.809266889989299	0.349154161147503	424	47	0.0214379486313498	0.046062619356549
f__Erysipelotrichaceae.g__unassigned	Country	NO	-0.605289912664613	0.264934448927943	424	66	0.0233390916266832	0.0498109472301025
