feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridia_UCG.014	Group	non-rPSC	-2.47443318735232	0.447387759494011	424	190	9.42810202379822e-08	1.42768402074659e-06
Lachnospiraceae_UCG.010	Group	non-rPSC	-2.37988915919136	0.431951659495889	424	317	1.04888238432207e-07	1.51611181006553e-06
Butyricimonas	Group	non-rPSC	-1.88048977061375	0.342903774156942	424	220	1.19201924487109e-07	1.64809617334351e-06
Oscillibacter	Group	non-rPSC	-2.06044805918925	0.389001827093919	424	316	2.96450211202902e-07	3.77084668650092e-06
f__Peptococcaceae.g__uncultured	Country	NO	1.0339135236413	0.19494280464754	424	59	2.90622544903387e-07	3.77084668650092e-06
Alistipes	Group	non-rPSC	-2.10604579867612	0.400163691918601	424	371	3.46545952798276e-07	4.23852357653276e-06
Escherichia.Shigella	Group	non-rPSC	3.00895774366221	0.574411119233113	424	300	3.95267416682847e-07	4.65537179648686e-06
Streptococcus	Group	non-rPSC	1.70218746974242	0.330940596248855	424	407	6.09925268852457e-07	6.92700841053862e-06
Family_XIII_AD3011_group	Group	non-rPSC	-2.0761926112638	0.414304149352905	424	239	1.13846313077019e-06	1.24838370891351e-05
f__Lachnospiraceae.g__unassigned	Group	non-rPSC	-1.23207376045112	0.246318277437261	424	417	1.20119448071374e-06	1.27326614955656e-05
Gemella	Country	NO	-1.3296710666373	0.266954329536007	424	168	1.40696973192717e-06	1.44327862823496e-05
GCA.900066575	Group	non-rPSC	-1.70066553909004	0.3447030429506	424	250	1.63766559411615e-06	1.62743018415293e-05
UCG.005	Group	non-rPSC	-2.08028520869237	0.425188390760659	424	247	1.98108660331555e-06	1.90904709046771e-05
Enterococcus	Group	non-rPSC	1.75265260229225	0.36182663005236	424	99	2.48749803885698e-06	2.32654228340153e-05
Dialister	Group	non-rPSC	2.05189214680751	0.424444665057313	424	193	2.57602608296926e-06	2.34050369824064e-05
Corynebacterium	Country	NO	-0.829391790422742	0.169838741409398	424	83	2.67108158022248e-06	2.35945539586319e-05
Coprobacter	Country	NO	-2.19808740032492	0.459223048599128	424	208	3.21511590936734e-06	2.76326178156436e-05
Gordonibacter	Country	NO	-1.01180238172209	0.215798086708633	424	91	5.0601201884634e-06	4.23452163139832e-05
Streptococcus	Country	NO	-1.58758442192444	0.340911817740251	424	407	5.70514866330931e-06	4.65189044854452e-05
Rothia	Country	NO	-1.37687738846041	0.297611937242627	424	186	6.65305600371495e-06	5.28917952295339e-05
Holdemania	Group	non-rPSC	-1.1538674370196	0.25535045002238	424	176	1.05398430455421e-05	8.17480509385945e-05
X.Eubacterium._brachy_group	Country	NO	-1.07470231644055	0.241417221198175	424	106	1.41214294334247e-05	0.000106919394281644
Lachnospiraceae_UCG.003	Country	NO	0.939087481248659	0.213087891124894	424	47	1.6698595907461e-05	0.000123491941827269
Erysipelatoclostridium	Country	NO	1.81911260175519	0.41544795435575	424	202	1.89750765019006e-05	0.0001371380529001
f__Eggerthellaceae.g__uncultured	Group	non-rPSC	-1.19975074991726	0.277060667278979	424	108	2.30899222446457e-05	0.000163168783862163
TM7x	Country	NO	-0.727759763669412	0.1679864657088	424	60	2.44636500287787e-05	0.000169118276285905
Marvinbryantia	Group	non-rPSC	-1.3027548468875	0.30290779070452	424	290	2.59613809050777e-05	0.000175653598464143
Family_XIII_UCG.001	Country	NO	0.959680915204628	0.223612708396631	424	145	2.72788281377228e-05	0.000180722236412414
f__Peptococcaceae.g__uncultured	Group	non-rPSC	-0.802040577635703	0.188684235357822	424	59	3.21382314826282e-05	0.000205020141260706
Phascolarctobacterium	Group	non-rPSC	-2.25995727580535	0.531795049727711	424	224	3.22358712674066e-05	0.000205020141260706
Marvinbryantia	Country	NO	1.3137329343822	0.312345557520744	424	290	3.85772832576287e-05	0.000240540707371096
Coprococcus	Group	non-rPSC	-1.7958778537292	0.429598976886192	424	374	4.27663558438694e-05	0.000261532714583663
Mogibacterium	Country	NO	-1.10091287137704	0.267511009836526	424	78	5.61021389590568e-05	0.000336612833754341
UCG.002	Group	non-rPSC	-2.09663680005322	0.516161693100142	424	305	6.8642041246735e-05	0.000404225354008551
Senegalimassilia	Country	NO	-1.94449791895196	0.480127710751893	424	178	7.22416994530897e-05	0.000415739395170182
o__Lactobacillales.f__unassigned.g__unassigned	Country	NO	-1.19772346876665	0.295756215748734	424	190	7.32119689607868e-05	0.000415739395170182
CAG.56	Group	non-rPSC	-1.86997130210546	0.46353864267582	424	237	7.68663849980871e-05	0.000428833516305118
Megasphaera	Country	NO	-1.31188013289415	0.325613970170561	424	80	7.88492594929809e-05	0.000432311457220137
X.Clostridium._innocuum_group	Group	non-rPSC	1.31201138254007	0.327747093494636	424	212	8.65286286645432e-05	0.000466374642632623
Atopobium	Country	NO	-0.787053166652914	0.198344779157928	424	89	0.000102234347294622	0.000541842040661495
Lachnospiraceae_UCG.004	Group	non-rPSC	-1.54146845723981	0.393562483152951	424	347	0.000121425841259982	0.000628443102011963
Staphylococcus	Country	NO	-0.614956289192357	0.156219371698156	424	73	0.000122526642530634	0.000628443102011963
f__Oscillospiraceae.g__uncultured	Group	non-rPSC	-1.5221594407076	0.392558245881056	424	300	0.000141054434259322	0.000711989049118482
Clostridium_sensu_stricto_1	Group	non-rPSC	2.03035886048449	0.525786584917829	424	231	0.000150179302405112	0.0007462034088254
Acidaminococcus	Country	NO	-1.39297997575088	0.361580503994632	424	89	0.000155679398740835	0.000761631519993625
CAG.56	Country	NO	1.82300716367445	0.479382399076927	424	237	0.000187989757741554	0.000899227417632611
Lactobacillus	Group	non-rPSC	0.888461087240205	0.233709880605173	424	61	0.000189459864721336	0.000899227417632611
UCG.009	Group	non-rPSC	-0.668343282625247	0.176356008741845	424	68	0.000198446020567812	0.000928026978537707
Escherichia.Shigella	Country	NO	2.24328507977462	0.593561407015773	424	300	0.000205615712918492	0.000947620242146093
Holdemanella	Country	NO	-1.70809497640969	0.453278097601269	424	106	0.00021388766751192	0.000949372602244959
Christensenellaceae_R.7_group	Country	NO	1.92797622720462	0.511828371084898	424	257	0.000214952287300745	0.000949372602244959
Lachnospiraceae_NK4A136_group	Group	non-rPSC	-1.3789068380691	0.365420867705636	424	257	0.000209437322752911	0.000949372602244959
f__Desulfovibrionaceae.g__uncultured	Country	NO	-1.04363640320699	0.279971296102948	424	90	0.000250087280739596	0.00108942130513961
Corynebacterium	Group	non-rPSC	0.629661840936699	0.169197094428686	424	83	0.000266902682192686	0.00114696017482803
Peptostreptococcus	Country	NO	-0.931356227130242	0.253618938227654	424	71	0.000307901044411237	0.00130550042830365
Erysipelotrichaceae_UCG.003	Group	non-rPSC	-1.79309035474298	0.493077230666746	424	308	0.000348081282470961	0.00145644536612849
Clostridia_vadinBB60_group	Group	non-rPSC	-1.03444413553168	0.286876982509739	424	107	0.00038830412172195	0.00160364559360494
Pseudomonas	Group	non-rPSC	1.03763533660837	0.288836231136126	424	103	0.000408599236718615	0.00166582765739128
Barnesiella	Group	non-rPSC	-1.77783615421814	0.497123066984443	424	271	0.000432905988974513	0.00174258360118855
Slackia	Country	NO	-1.55412869615883	0.435115672629254	424	182	0.000440376929053202	0.00175049829298648
Enterorhabdus	Group	non-rPSC	-0.849126250679882	0.239467533727905	424	79	0.000483341776684194	0.00189756401216758
Negativibacillus	Group	non-rPSC	-1.23858219109234	0.351558980415857	424	207	0.000524352843068674	0.00203346590360778
Klebsiella	Group	non-rPSC	1.20619318674496	0.347198962224323	424	75	0.000622577408331763	0.00238529657650001
Allisonella	Country	NO	-0.658432379895719	0.189984737129584	424	65	0.000642601352379155	0.00243270511972109
CAG.352	Group	non-rPSC	-1.06624136663809	0.308854677933754	424	62	0.000673327594300108	0.00251903735279334
Lactobacillus	Country	NO	-0.829772870214815	0.240736575221985	424	61	0.000690488714164593	0.00255320245470163
Flavonifractor	Country	NO	-1.22105767369115	0.360162368716521	424	366	0.000839466209295286	0.0030683937305276
Muribaculaceae	Group	non-rPSC	-0.912641082582425	0.271539122885332	424	71	0.000923622485450822	0.00333763579969729
Fusobacterium	Group	non-rPSC	1.50897359422332	0.454464071283322	424	165	0.00105805108542367	0.00378045219286212
Paraprevotella	Group	non-rPSC	-1.52277449043234	0.45931968464979	424	123	0.00107930865195806	0.00381355723691847
Fusicatenibacter	Group	non-rPSC	-1.25755148881865	0.379797264154205	424	367	0.00109332754266059	0.00382063910512162
f__Barnesiellaceae.g__uncultured	Group	non-rPSC	-0.48984542380456	0.148870012942382	424	48	0.00117354304700087	0.00405637705376386
Faecalitalea	Country	NO	-1.05566010376783	0.323543536980741	424	83	0.00129028456620421	0.0044119407747628
Candidatus_Soleaferrea	Group	non-rPSC	-0.612258309855375	0.188213594990744	424	126	0.00133791519100493	0.00452613862488902
Actinomyces	Group	non-rPSC	1.02776470577995	0.316963935754148	424	249	0.00137912158071415	0.00459405203716443
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Group	non-rPSC	-0.831995342926916	0.256725672484791	424	84	0.00138688363386096	0.00459405203716443
Adlercreutzia	Group	non-rPSC	-1.20951495585119	0.374811071792198	424	182	0.00145394085333385	0.00476652774598108
X.Eubacterium._siraeum_group	Country	NO	1.11879841848145	0.347568143121612	424	106	0.00149292852553507	0.00484440072571583
f__Christensenellaceae.g__unassigned	Group	non-rPSC	-1.02425818164957	0.321829329158032	424	97	0.0016825789712981	0.00540464760477572
Lachnospiraceae_UCG.004	Country	NO	1.28702258909081	0.406594931550075	424	347	0.00178125013306444	0.00566437542314492
Coprobacter	Group	non-rPSC	-1.40010937082628	0.444109068236464	424	208	0.00185583550415742	0.00584312564675307
X.Eubacterium._hallii_group	Country	NO	-0.946807659756368	0.304161832410162	424	392	0.00211351428932443	0.0065891916078938
Dielma	Group	non-rPSC	-0.760437276170993	0.247760662368849	424	59	0.00243374134896101	0.0075138810579573
Lachnospira	Country	NO	1.23491720102224	0.404448909766941	424	295	0.00255950228412469	0.00782617044568895
Gordonibacter	Group	non-rPSC	-0.629354286137171	0.209212516802154	424	91	0.00295754885971379	0.0089571479751332
Eggerthella	Country	NO	-1.17730438668917	0.391817718648211	424	221	0.00298624789098448	0.00895874367295344
Lactococcus	Country	NO	-0.607325004467569	0.202506015779752	424	57	0.0030432971517047	0.00904456536674855
Paludicola	Group	non-rPSC	-0.462517678061482	0.155987842833301	424	63	0.0033941792367983	0.00999397219723943
X.Ruminococcus._torques_group	Country	NO	-1.11938777216212	0.381779924110292	424	412	0.00374379061993054	0.0109222515333753
Roseburia	Group	non-rPSC	1.06013758147506	0.363569034738737	424	403	0.00393432205674613	0.0113737674004115
Faecalibacterium	Group	non-rPSC	-1.10835434787157	0.384217201778072	424	401	0.00432814367798488	0.0123995467531459
Flavonifractor	Group	non-rPSC	-1.00560512492834	0.349368740104265	424	366	0.00441959317891724	0.0124374392114662
Parasutterella	Group	non-rPSC	-1.42935125280847	0.496224078605582	424	217	0.00438443275268606	0.0124374392114662
X.Ruminococcus._gnavus_group	Group	non-rPSC	1.79557942503079	0.628773010487819	424	271	0.00472689598313419	0.0131855519529533
Enterorhabdus	Country	NO	-0.704449719792188	0.247069988390036	424	79	0.00480035100226436	0.0132740140758267
X.Eubacterium._eligens_group	Country	NO	1.11861931981166	0.396329674967458	424	235	0.0052294736325004	0.0142539329075975
Sutterella	Group	non-rPSC	-1.48728307613631	0.527158350240153	424	309	0.00524437154147457	0.0142539329075975
Lachnospiraceae_FCS020_group	Group	non-rPSC	-0.933766948576224	0.332986252446743	424	294	0.00551894608839245	0.014873092000922
Eisenbergiella	Country	NO	0.748329337838164	0.27043678056358	424	114	0.00616449488240285	0.0164731880050765
Pseudoflavonifractor	Group	non-rPSC	-0.51025220684856	0.1847996375564	424	70	0.00627979479449061	0.0165039235094877
Allisonella	Group	non-rPSC	0.50950355736832	0.184506758608826	424	65	0.00625951414060313	0.0165039235094877
Faecalibacterium	Country	NO	1.06556207778179	0.397368647770559	424	401	0.00791578608692463	0.0206329506200167
Hungatella	Group	non-rPSC	0.832217586796576	0.312886788024417	424	151	0.00842361103234635	0.0217781163275296
Hungatella	Country	NO	0.855747656318522	0.322468771482555	424	151	0.00858291713282918	0.0220110294212877
Romboutsia	Country	NO	-1.20735834846106	0.455588595612991	424	175	0.00866968527871274	0.0220556793490452
Tannerellaceae	Group	non-rPSC	-0.482378545493394	0.185111295171555	424	44	0.00982531172899349	0.0247972153160312
Prevotellaceae_NK3B31_group	Group	non-rPSC	-0.569799494849974	0.219131105360625	424	33	0.00998966763198656	0.0248180805232166
Ruminococcus	Group	non-rPSC	-1.22907317341649	0.472384900359474	424	275	0.00993208334882863	0.0248180805232166
Gemella	Group	non-rPSC	0.663249731935641	0.262505828755343	424	168	0.0122624828658104	0.0302284461343233
Lachnospiraceae_ND3007_group	Group	non-rPSC	-0.989105097909943	0.392549497286895	424	305	0.0124950227039396	0.0305647478450214
Oscillibacter	Country	NO	-1.00032382005345	0.40102464937627	424	316	0.0134002025356591	0.0323776669183108
f__Ruminococcaceae.g__unassigned	Group	non-rPSC	-0.774907907826938	0.310805123678275	424	135	0.0134397862679781	0.0323776669183108
UCG.003	Group	non-rPSC	-0.860745268696155	0.348125557023312	424	283	0.0142078244626588	0.0339705878129737
X.Eubacterium._xylanophilum_group	Country	NO	0.587092226215426	0.239003922267957	424	96	0.0148542592626276	0.0352511525784745
Bacteroides	Group	non-rPSC	-0.58096162750854	0.237216420928785	424	409	0.0151401592958245	0.0356634863412755
Butyricimonas	Country	NO	-0.864537468965159	0.354174520631054	424	220	0.0154859604241272	0.0359455139771711
Staphylococcus	Group	non-rPSC	0.382515432893288	0.156514140982703	424	73	0.0154194164695635	0.0359455139771711
Bacteroides	Country	NO	-0.590145185044692	0.245294084202257	424	409	0.0170026882727243	0.0386203919337596
UCG.010	Country	NO	0.659857704294298	0.274205276839145	424	98	0.0169828796904455	0.0386203919337596
Ligilactobacillus	Group	non-rPSC	0.442145789861132	0.183792465624856	424	46	0.0169992661269852	0.0386203919337596
RF39	Group	non-rPSC	-0.592554476097115	0.248178364026809	424	62	0.0178494966211526	0.040256311528557
Catenibacterium	Country	NO	-0.697082923863271	0.292717961054237	424	47	0.0181460346012256	0.0406368943886601
Lachnospira	Group	non-rPSC	0.930117818162382	0.391645724383707	424	295	0.0184562607550889	0.0410425938469808
Clostridia_vadinBB60_group	Country	NO	0.701353214015002	0.29602279393636	424	107	0.0187384006834714	0.0413806348426661
f__Ruminococcaceae.g__uncultured	Country	NO	0.749826308801116	0.317916506295157	424	265	0.0192721069561946	0.0422657242211716
Bilophila	Group	non-rPSC	-0.951416873123586	0.408596985549153	424	292	0.0208357353246635	0.0453819440633081
Akkermansia	Group	non-rPSC	-1.29801208695705	0.558347689195508	424	183	0.0210431272268207	0.0455218670621019
Megamonas	Country	NO	-0.809266889989299	0.349154161147503	424	47	0.0214379486313498	0.046062619356549
f__Erysipelotrichaceae.g__unassigned	Country	NO	-0.605289912664613	0.264934448927943	424	66	0.0233390916266832	0.0498109472301025
Senegalimassilia	Group	non-rPSC	-1.05572424009531	0.464276046830821	424	178	0.0239854007266091	0.0501799830990902
Lachnospiraceae_NK4A136_group	Country	NO	0.858787142035466	0.37726762802892	424	257	0.023845668577222	0.0501799830990902
Ligilactobacillus	Country	NO	-0.431137964099475	0.189318107483823	424	46	0.0237835867425568	0.0501799830990902
Faecalitalea	Group	non-rPSC	0.710041935236635	0.313006047484967	424	83	0.0243261019031326	0.0505601333672952
Howardella	Group	non-rPSC	-0.624836493801223	0.276142656515672	424	70	0.0246818378239682	0.0509663923897525
Actinobacillus	Country	NO	-0.466336358278013	0.213531706661611	424	61	0.030083924550707	0.0617205677879022
X.Ruminococcus._gnavus_group	Country	NO	-1.4171148762524	0.650246813830218	424	271	0.0304264634616793	0.0620231755180387
Roseburia	Country	NO	0.817434806353366	0.375771784355656	424	403	0.0307360527149317	0.0622551895754668
Gastranaerophilales	Group	non-rPSC	-0.920222911553742	0.424116192298149	424	149	0.0311513896974881	0.062697100783552
Tuzzerella	Group	non-rPSC	0.862781630360838	0.399781876692222	424	108	0.0320537828153246	0.0641075656306491
UCG.010	Group	non-rPSC	-0.568407111824936	0.265802167382851	424	98	0.0336287395963058	0.0668371199476578
Peptococcus	Group	non-rPSC	-0.555260476139322	0.261024145905822	424	76	0.0345708646418504	0.0682828258143381
Tannerellaceae	Country	NO	0.405390980012349	0.19140213389143	424	44	0.0353657996824	0.0694217549321185
Rothia	Group	non-rPSC	0.614051463532866	0.291306031813618	424	186	0.0362069208414009	0.0706368148930399
Alloprevotella	Group	non-rPSC	-0.831470837577164	0.395044701211061	424	34	0.0365078178872211	0.0707895493179043
Intestinibacter	Group	non-rPSC	1.03494296662266	0.494409780460743	424	265	0.0375247764297774	0.0723204782101165
UCG.003	Country	NO	0.746221125360572	0.359502763292947	424	283	0.0391463627609292	0.074991225048045
Akkermansia	Country	NO	1.17590965634119	0.577433220972886	424	183	0.0429685677875226	0.0818203865654623
Butyricicoccus	Group	non-rPSC	-0.586343321375966	0.289180618800078	424	393	0.04387765637794	0.0826503742674375
Anaerofilum	Group	non-rPSC	-0.366662609278949	0.180895610949951	424	56	0.0439242555069086	0.0826503742674375
Muribaculaceae	Country	NO	0.565237688103621	0.280642005312614	424	71	0.0452933805775399	0.0847252648450451
Howardella	Country	NO	-0.558721467811186	0.285211000957838	424	70	0.0514601286160659	0.0956977830404032
Actinobacillus	Group	non-rPSC	0.403695771493378	0.207703563093661	424	61	0.053250186747822	0.0984509266616709
Frisingicoccus	Group	non-rPSC	-0.456905946809329	0.238843205729851	424	39	0.0571280374697256	0.10440641330674
GCA.900066575	Country	NO	0.681197466354007	0.355861407114431	424	250	0.0569639944640954	0.10440641330674
Subdoligranulum	Group	non-rPSC	0.736762924874128	0.388933076846202	424	374	0.0595613008952842	0.108231392484002
Sellimonas	Group	non-rPSC	0.704246405372035	0.375723820713353	424	149	0.0622750068001112	0.112519614559292
Tyzzerella	Group	non-rPSC	-0.395061869677202	0.21357598650312	424	76	0.0657507940340212	0.118128545213665
Collinsella	Group	non-rPSC	-0.785235436999652	0.427642109298488	424	342	0.0677469157284036	0.119378521253778
X.Eubacterium._hallii_group	Group	non-rPSC	-0.540214400282537	0.294423255278165	424	392	0.0679481520343831	0.119378521253778
Parasutterella	Country	NO	-0.943644136633747	0.512888615898124	424	217	0.0672146853131339	0.119378521253778
f__Enterobacteriaceae.g__unassigned	Country	NO	0.865279231629746	0.471377699989798	424	106	0.0678324731230315	0.119378521253778
f__Erysipelotrichaceae.g__unassigned	Group	non-rPSC	0.469660040499438	0.257002003232327	424	66	0.069037598381011	0.120626133434953
Peptococcus	Country	NO	0.486232085811132	0.269473012171376	424	76	0.0726255357663896	0.126201750676021
Clostridia_UCG.014	Country	NO	0.828643767281717	0.462421041493419	424	190	0.0745884670508276	0.1289083289248
X.Ruminococcus._torques_group	Group	non-rPSC	-0.659292309003377	0.369209362861377	424	412	0.0755973798644422	0.12994576646969
UBA1819	Country	NO	-0.663427794540322	0.37239003595168	424	228	0.0763036648532108	0.130454652813554
f__Lachnospiraceae.g__unassigned	Country	NO	0.452261268601599	0.254672570927477	424	417	0.0772199158608363	0.131315151036075
Haemophilus	Country	NO	-0.618593107684036	0.354007102978523	424	298	0.082041764780842	0.138772772342063
Tyzzerella	Country	NO	0.373992082962738	0.22045648256866	424	76	0.0912967105100294	0.153610338318462
X.Clostridium._methylpentosum_group	Country	NO	0.30877583700294	0.182556098370829	424	85	0.0923836892822905	0.153720876710596
Parvimonas	Country	NO	-0.368540673457626	0.217995416550866	424	72	0.0924380706393026	0.153720876710596
Olsenella	Country	NO	-0.465253786475498	0.275547689609901	424	63	0.0928126048063978	0.153720876710596
Adlercreutzia	Country	NO	-0.649321419542359	0.38662489601467	424	182	0.0945908579338127	0.155854366958303
Paludicola	Country	NO	0.265507365687736	0.159996146567412	424	63	0.0986569081282281	0.161715962808127
X.Eubacterium._xylanophilum_group	Group	non-rPSC	0.372150336628968	0.232161783310155	424	96	0.110425299992743	0.180078181526627
CAG.352	Country	NO	-0.510465128978255	0.319455737206838	424	62	0.1115831911446	0.181038034612157
X.Eubacterium._siraeum_group	Group	non-rPSC	-0.53608401080804	0.33684827731086	424	106	0.113003474180514	0.182411699438597
Bilophila	Country	NO	-0.660044106196724	0.42222105056905	424	292	0.119504696461402	0.191931785225889
Holdemanella	Group	non-rPSC	-0.680419422307511	0.438305625671734	424	106	0.122079886217025	0.195082431241277
X.Eubacterium._ruminantium_group	Group	non-rPSC	-0.340697383554684	0.220742348256166	424	58	0.124236906661584	0.197536681591919
Prevotella_9	Group	non-rPSC	0.865274348360272	0.565263989168657	424	114	0.127336671311721	0.200460700381818
X.Eubacterium._coprostanoligenes_group	Country	NO	-0.6191200332267	0.404092262523718	424	275	0.127022609549206	0.200460700381818
Merdibacter	Country	NO	-0.457589097124532	0.303856136417562	424	107	0.133607595675813	0.209296627708908
Negativibacillus	Country	NO	-0.537488429045063	0.363174821169523	424	207	0.140407937673168	0.218871196961116
X.Eubacterium._ventriosum_group	Group	non-rPSC	-0.483630025325761	0.327756666190478	424	235	0.141565177614895	0.219598665763593
Fusicatenibacter	Country	NO	0.575801670739182	0.392512935589491	424	367	0.143887755288882	0.221044957400312
Fournierella	Country	NO	0.549897141486809	0.374260412416544	424	105	0.143260840629975	0.221044957400312
o__Lactobacillales.f__unassigned.g__unassigned	Group	non-rPSC	0.421025261319082	0.288826934852433	424	190	0.146411749671734	0.223174545797557
UBA1819	Group	non-rPSC	-0.526075711600089	0.361118529229368	424	228	0.146677610288331	0.223174545797557
UCG.009	Country	NO	0.262924421850123	0.181752709272304	424	68	0.149570194899969	0.226492009419953
Dorea	Country	NO	-0.414719263586608	0.293002643306679	424	410	0.158443714017904	0.237958343507632
Lachnospiraceae_FCS020_group	Country	NO	0.485995762558624	0.343510926513528	424	294	0.158638895671755	0.237958343507632
Desulfovibrio	Group	non-rPSC	-0.532317202833826	0.379378319303253	424	85	0.162050989781082	0.241935280518235
Catenibacterium	Group	non-rPSC	-0.391494180720721	0.283058622702281	424	47	0.168112111353593	0.249811455188984
X.Eubacterium._coprostanoligenes_group	Group	non-rPSC	-0.523724636173615	0.391539040110238	424	275	0.182478836239863	0.269898929880356
Monoglobus	Country	NO	0.43697270408844	0.33016960396824	424	227	0.187132433902211	0.275500527689367
Anaerofilum	Country	NO	0.245038603311271	0.186042089319073	424	56	0.189264476971559	0.277355316483667
Gastranaerophilales	Country	NO	0.573352554383331	0.438625050102337	424	149	0.192596913501328	0.27983737764609
Oscillospira	Group	non-rPSC	-0.490034415050537	0.374993904222284	424	210	0.192718194039288	0.27983737764609
NK4A214_group	Group	non-rPSC	-0.566782080514161	0.43750064165941	424	193	0.196575692532239	0.2841412282966
f__Oscillospiraceae.g__uncultured	Country	NO	-0.523305168427053	0.405308509412177	424	300	0.198091543118691	0.28503670005314
f__Oscillospiraceae.g__unassigned	Country	NO	0.455832556177022	0.356650891240537	424	170	0.202650391948109	0.290282993871615
Sutterella	Country	NO	-0.694505080946808	0.545153281709833	424	309	0.204099240804642	0.291047347873884
UCG.005	Country	NO	0.558187260082156	0.439472562440041	424	247	0.205455233464562	0.291673054650584
Anaerotruncus	Group	non-rPSC	-0.279262463197048	0.222299533259288	424	124	0.210460687727386	0.297451105321372
Prevotella_7	Group	non-rPSC	-0.400628600226313	0.321104892227477	424	58	0.213534639570346	0.30046024505916
Paraprevotella	Country	NO	0.585496569564082	0.475005557500415	424	123	0.219111905543392	0.306192407349164
Holdemania	Country	NO	-0.32193843872851	0.261921660962738	424	176	0.220497048059618	0.306192407349164
X.Ruminococcus._gauvreauii_group	Group	non-rPSC	-0.59672399830179	0.485375553679045	424	267	0.220298378529116	0.306192407349164
Bifidobacterium	Group	non-rPSC	0.552918628796591	0.458900125883745	424	360	0.229614724353264	0.3174673145406
f__Desulfovibrionaceae.g__uncultured	Group	non-rPSC	-0.321008707975725	0.271767218361039	424	90	0.238870364656198	0.327454647701515
Lachnoclostridium	Country	NO	0.24914619019635	0.210935482095813	424	417	0.238897730398589	0.327454647701515
f__Eggerthellaceae.g__uncultured	Country	NO	0.334963687306317	0.286307551027346	424	108	0.243363833344975	0.332144630917176
Prevotella	Group	non-rPSC	-0.315718752442213	0.272181933961996	424	36	0.247369336289598	0.33616858521407
Barnesiella	Country	NO	-0.594393493761804	0.514130630328663	424	271	0.248957710059131	0.336887454462995
Lachnospiraceae_ND3007_group	Country	NO	0.458245636627516	0.405701373035681	424	305	0.259986540475732	0.350320846912215
f__Barnesiellaceae.g__uncultured	Country	NO	-0.163000050360134	0.153594726459976	424	48	0.289821182296269	0.387135018433206
Odoribacter	Country	NO	-0.366785563224877	0.345668577100793	424	246	0.289871390237527	0.387135018433206
Sellimonas	Country	NO	-0.410886764882557	0.388096799725184	424	149	0.290959966684076	0.387135018433206
Pseudoflavonifractor	Country	NO	0.200117892919966	0.190262442098917	424	70	0.294150563691782	0.389749496891611
Megamonas	Group	non-rPSC	0.351344900316075	0.337666895862376	424	47	0.299312906778645	0.394944001475557
X.Eubacterium._ventriosum_group	Country	NO	-0.344013389058892	0.337923967562631	424	235	0.30986738193605	0.407181105188693
